@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,0,0.223907,0.306507,0.206907,0.123264,0.058888,0.04009,0.015402,0.012699,0.005794,0.006542,78.9857,0.012781,0,0.183527,0.297075,0.234065,0.148466,0.064225,0.037404,0.01575,0.009918,0.00511,0.00446,79.6963,0.013977,0,0.14649,0.253931,0.214417,0.146962,0.094945,0.057206,0.039314,0.025692,0.012722,0.008321,69.6708,0.021662,0,0.150362,0.268526,0.222155,0.146146,0.085506,0.060326,0.032749,0.017414,0.008062,0.008753,74.407,0.035463
Positive,0,0.182648,0.26768,0.215928,0.137388,0.091186,0.049959,0.024887,0.012041,0.008611,0.009672,79.4973,0.009806,6.4e-05,0.249058,0.291112,0.187225,0.116337,0.064782,0.042104,0.020579,0.017146,0.004891,0.006701,79.6621,0.013838,0,0.280359,0.291217,0.16772,0.115037,0.064532,0.042347,0.021876,0.007057,0.004658,0.005196,78.3249,0.030404,0.000236,0.197646,0.279428,0.217619,0.130201,0.069338,0.044161,0.026236,0.017275,0.009939,0.007921,79.3941,0.045077
Positive,0.000207,0.154333,0.257478,0.216421,0.162282,0.09546,0.05377,0.02728,0.013952,0.011469,0.007348,78.4531,0.005447,0.000313,0.196663,0.274217,0.19832,0.138287,0.075289,0.056177,0.032079,0.012549,0.007804,0.008302,78.5456,0.007572,0,0.182611,0.218751,0.163314,0.108201,0.071615,0.041662,0.041015,0.011351,0.065872,0.095606,79.5177,0.011464,0.000262,0.20258,0.212583,0.152959,0.103864,0.068266,0.038476,0.029075,0.035807,0.150257,0.005872,78.7792,0.020999
Positive,0.000972,0.311291,0.297237,0.161786,0.101302,0.053047,0.033245,0.017207,0.008258,0.006656,0.009,77.8,0.006137,0,0.228602,0.237715,0.151681,0.096234,0.077424,0.044929,0.076952,0.074111,0.007296,0.005055,79.5284,0.008003,0,0.323566,0.252581,0.155716,0.101753,0.065716,0.04654,0.022688,0.01572,0.006759,0.008961,79.8001,0.01559,0,0.28408,0.205648,0.160729,0.120861,0.081525,0.057593,0.041399,0.024239,0.016579,0.007347,79.42,0.016875
Positive,0,0.140173,0.25302,0.194605,0.150088,0.102706,0.059292,0.046613,0.026666,0.017188,0.009649,79.1413,0.006347,0.000286,0.213798,0.277358,0.201574,0.13114,0.08837,0.041429,0.021947,0.012319,0.006241,0.005538,79.2933,0.009817,0.000395,0.224986,0.293355,0.203103,0.119305,0.073674,0.035653,0.019634,0.013912,0.010511,0.005471,78.0104,0.015125,0,0.220046,0.25007,0.185743,0.133674,0.098269,0.050747,0.028605,0.016905,0.009297,0.006643,78.0335,0.017953
Positive,0.000295,0.213912,0.276577,0.166784,0.093938,0.051024,0.06866,0.048782,0.012038,0.025505,0.042484,74.3295,0.006758,0,0.214977,0.281168,0.207176,0.118798,0.083885,0.040763,0.02311,0.015051,0.007967,0.007104,77.9916,0.007387,0.008863,0.252068,0.285138,0.162771,0.119899,0.074034,0.037282,0.030274,0.010382,0.014693,0.004596,79.3203,0.017888,0.000273,0.222434,0.226665,0.155314,0.086424,0.116721,0.035282,0.073281,0.013215,0.064263,0.006127,79.4979,0.027913
Positive,0,0.182957,0.280003,0.199199,0.132704,0.089957,0.048683,0.031163,0.018223,0.010436,0.006675,78.5503,0.003765,0,0.263586,0.27124,0.194444,0.110239,0.063405,0.040512,0.026755,0.015518,0.008659,0.005641,76.9775,0.006486,0.000474,0.121337,0.242495,0.221297,0.156898,0.105685,0.067048,0.041079,0.022327,0.01199,0.009369,62.7648,0.006459,0.000291,0.134877,0.242932,0.195098,0.13602,0.113877,0.080586,0.039915,0.027818,0.020272,0.008314,67.7897,0.015602
Positive,0.000747,0.171625,0.268301,0.215802,0.153766,0.088417,0.055834,0.028896,0.010216,0.003896,0.002499,79.4681,0.008509,0.000252,0.193788,0.275174,0.207361,0.138682,0.071607,0.051693,0.031879,0.013262,0.009724,0.006578,78.4863,0.009887,0,0.249955,0.276927,0.193132,0.110984,0.078948,0.049225,0.022883,0.008356,0.004651,0.004938,78.34,0.014945,0,0.268219,0.283675,0.188272,0.114232,0.075997,0.030986,0.018274,0.008737,0.00556,0.006047,78.8522,0.025066
Positive,0,0.155022,0.283025,0.232476,0.138794,0.090399,0.050276,0.027791,0.009714,0.00754,0.004963,77.5078,0.007285,0,0.131358,0.254027,0.214299,0.153351,0.105607,0.058534,0.034686,0.024709,0.012824,0.010604,72.8365,0.007902,0,0.215362,0.290988,0.184809,0.118562,0.078819,0.050105,0.032363,0.01336,0.009924,0.005706,75.3141,0.012996,0,0.25116,0.234312,0.156862,0.088949,0.071225,0.028773,0.014424,0.064005,0.003137,0.087154,78.7134,0.031679
Positive,0,0.222077,0.299543,0.192873,0.11124,0.072085,0.04579,0.022383,0.014531,0.009289,0.010188,75.7228,0.006511,0,0.169359,0.241614,0.189032,0.143604,0.09055,0.066256,0.045697,0.030773,0.012846,0.010269,71.8885,0.00454,0.000264,0.18328,0.299974,0.215654,0.139164,0.080805,0.036154,0.020267,0.012318,0.007466,0.004654,69.7292,0.012096,0,0.142917,0.269981,0.197197,0.15049,0.100786,0.057499,0.036475,0.021996,0.013643,0.009016,71.8106,0.01801
Positive,0.000371,0.218999,0.277197,0.19545,0.120981,0.080555,0.049841,0.027333,0.014259,0.008978,0.006035,78.5242,0.008511,0.000237,0.314061,0.279738,0.168476,0.105521,0.059016,0.033914,0.017607,0.008817,0.005255,0.007358,79.6237,0.013897,0,0.305895,0.281669,0.166262,0.098147,0.055681,0.038988,0.022247,0.014278,0.009719,0.007114,77.406,0.019298,0,0.281315,0.249276,0.152684,0.111281,0.080859,0.051827,0.031897,0.019985,0.012718,0.008157,79.1937,0.042401
Positive,0,0.172302,0.243098,0.202826,0.153427,0.094543,0.063307,0.038555,0.015229,0.008904,0.007807,79.6604,0.004514,0,0.242146,0.261079,0.180149,0.122153,0.086006,0.046234,0.033067,0.015739,0.007402,0.006025,79.5509,0.009256,0,0.195792,0.308112,0.227177,0.1366,0.063531,0.033796,0.014173,0.007223,0.007835,0.005761,59.5104,0.010681,0,0.236608,0.27889,0.195718,0.122888,0.069669,0.048617,0.022688,0.013118,0.005424,0.006379,74.3056,0.020884
Positive,0,0.191938,0.290179,0.198012,0.135914,0.077803,0.049058,0.028817,0.014394,0.008901,0.004984,72.6475,0.006329,0,0.206835,0.338513,0.185389,0.105185,0.073567,0.045938,0.019636,0.010979,0.006864,0.007093,72.5884,0.009176,0,0.210145,0.323519,0.202677,0.121637,0.066581,0.032973,0.019864,0.01032,0.006659,0.005625,74.1138,0.012657,0.000185,0.185236,0.286176,0.227146,0.130599,0.077131,0.044814,0.022042,0.012673,0.007745,0.006252,71.4355,0.018928
Positive,0,0.208064,0.265606,0.191089,0.137963,0.07915,0.05124,0.03188,0.018151,0.010915,0.005941,78.6883,0.004289,0.000307,0.220672,0.271947,0.205675,0.130945,0.082732,0.045563,0.019053,0.008632,0.007602,0.006871,78.851,0.006322,0,0.205006,0.276755,0.243935,0.118293,0.077783,0.037047,0.021832,0.008238,0.005678,0.005432,74.6624,0.019908,0.000271,0.209562,0.299213,0.195662,0.12306,0.076564,0.047157,0.020447,0.010731,0.007915,0.009417,75.5813,0.036316
Positive,0,0.243069,0.284119,0.174179,0.113408,0.081253,0.046883,0.021388,0.017149,0.010281,0.00827,77.8225,0.007184,0,0.248229,0.278565,0.176603,0.123243,0.069365,0.04601,0.026391,0.017675,0.007698,0.006221,79.7034,0.010926,0,0.241804,0.268684,0.195721,0.128473,0.069592,0.045051,0.024202,0.013494,0.00689,0.006088,77.0669,0.019794,0,0.274297,0.283686,0.18716,0.103094,0.065076,0.035927,0.021678,0.013875,0.007394,0.007813,75.7956,0.03068
Positive,0,0.174129,0.214922,0.186696,0.162806,0.11773,0.06864,0.040401,0.018417,0.010681,0.005577,79.1886,0.015408,0,0.117049,0.238525,0.22727,0.177946,0.104285,0.069939,0.033001,0.015963,0.008787,0.007233,79.4386,0.016361,0,0.213891,0.285618,0.212081,0.127694,0.078421,0.036904,0.022026,0.012685,0.004717,0.005962,76.3459,0.015249,0,0.209377,0.244561,0.170198,0.089462,0.084397,0.026213,0.016159,0.06506,0.005897,0.088675,77.2423,0.032112
Positive,0.00025,0.146553,0.272083,0.236988,0.166686,0.0865,0.049263,0.024433,0.011877,0.00259,0.002776,79.0284,0.011851,0,0.133514,0.283846,0.231561,0.156741,0.087252,0.05211,0.02808,0.017338,0.005387,0.004169,79.1437,0.016172,0,0.112876,0.256815,0.240834,0.166487,0.100689,0.068532,0.028194,0.011891,0.007668,0.006012,78.4818,0.017425,0.000233,0.195059,0.294606,0.23137,0.124968,0.075321,0.042721,0.020352,0.007566,0.003911,0.003893,79.0331,0.032646
Positive,0.000277,0.19931,0.297503,0.207252,0.126059,0.065066,0.044135,0.027392,0.017459,0.007381,0.008165,78.4337,0.009395,0.000133,0.174345,0.282767,0.195589,0.139494,0.094799,0.050834,0.035801,0.013598,0.009499,0.00314,69.2809,0.01155,0,0.16377,0.294682,0.223506,0.135103,0.07383,0.052402,0.026502,0.016716,0.006863,0.006627,72.9944,0.024406,0,0.159712,0.281012,0.210187,0.138705,0.086265,0.057694,0.034196,0.01743,0.008683,0.006116,78.4444,0.036296
Positive,0.000458,0.130461,0.273058,0.245086,0.164026,0.080585,0.041549,0.029343,0.019535,0.009591,0.006309,79.3938,0.004096,0.000351,0.192315,0.296052,0.240775,0.128873,0.070226,0.037051,0.01584,0.008182,0.004989,0.005347,79.1739,0.004834,0,0.176729,0.258302,0.201481,0.144326,0.088818,0.056031,0.036744,0.019039,0.012129,0.006401,76.4793,0.007093,0,0.1285,0.280861,0.223042,0.142829,0.09495,0.061018,0.039543,0.013994,0.008878,0.006385,78.633,0.014319
Positive,0,0.207402,0.346955,0.191151,0.109601,0.068448,0.036374,0.014962,0.00986,0.007292,0.007956,77.7629,0.011932,0,0.111242,0.265983,0.220713,0.164875,0.101479,0.058387,0.037571,0.022316,0.010907,0.006526,78.0995,0.01091,0,0.192491,0.301445,0.225227,0.124542,0.074441,0.037341,0.022782,0.01112,0.005091,0.005519,76.1662,0.02788,0,0.142578,0.229972,0.21396,0.159175,0.117035,0.06673,0.033726,0.02016,0.008886,0.007777,76.5302,0.035356
Positive,0,0.088993,0.22357,0.227559,0.171414,0.124989,0.076344,0.042731,0.022673,0.010631,0.011096,77.4952,0.005127,0,0.092183,0.223684,0.243369,0.183705,0.109396,0.06572,0.040037,0.022919,0.011035,0.007952,78.8589,0.006553,0.00032,0.108274,0.250401,0.239552,0.180029,0.104368,0.056472,0.027984,0.018722,0.006788,0.00709,79.1066,0.014308,0,0.102635,0.232867,0.230361,0.162034,0.11095,0.07077,0.044707,0.0258,0.012067,0.007809,73.1451,0.024773
Positive,0.00019,0.125227,0.265238,0.229532,0.164122,0.094381,0.056874,0.031455,0.015669,0.010973,0.006339,77.5774,0.010265,0.000239,0.126011,0.269929,0.24158,0.168178,0.090367,0.046848,0.026388,0.009236,0.011885,0.009337,79.4304,0.013476,0.000235,0.1808,0.330637,0.231694,0.126066,0.066204,0.026624,0.01322,0.014695,0.005437,0.004389,78.9543,0.038944,0,0.208915,0.314306,0.190913,0.136839,0.07733,0.038261,0.014756,0.00896,0.005573,0.004147,78.3806,0.051058
Negative,0,0.114473,0.242137,0.231879,0.174294,0.109112,0.061998,0.037137,0.014992,0.009966,0.004012,0.423944,0.336729,0,0.252405,0.364132,0.225029,0.097635,0.030222,0.015802,0.005263,0.00378,0.001953,0.00378,0.591919,0.575138,0,0.20771,0.303232,0.222764,0.130892,0.066541,0.037487,0.017065,0.007088,0.004719,0.002502,5.48524,0.578799,0,0.199163,0.316724,0.207157,0.130692,0.066221,0.036521,0.021332,0.012683,0.00464,0.004868,7.34661,0.014324
Negative,0.000236,0.160132,0.275901,0.220491,0.133236,0.087007,0.057297,0.039876,0.014921,0.00521,0.005692,0.402584,0.83588,0,0.163831,0.283344,0.231797,0.128332,0.085498,0.047073,0.032835,0.017068,0.006685,0.003537,0.948664,0.920312,0,0.105505,0.225176,0.227725,0.194102,0.114406,0.07168,0.031847,0.014515,0.011472,0.003572,5.19931,0.023381,0,0.184543,0.266565,0.212,0.158804,0.089604,0.045641,0.024557,0.011511,0.004764,0.002011,3.80371,0.944565
Negative,0,0.144374,0.269628,0.24007,0.12946,0.094611,0.058947,0.040334,0.009521,0.006973,0.006083,0.168391,0.988604,0,0.176696,0.295048,0.206809,0.153518,0.087715,0.037091,0.022721,0.012049,0.004579,0.003773,0.43945,0.042428,0,0.14674,0.267973,0.2603,0.159174,0.082128,0.042853,0.019761,0.014836,0.003069,0.003163,4.86258,0.907731,0,0.177638,0.303908,0.230389,0.153114,0.073633,0.032763,0.015957,0.005315,0.004276,0.003007,4.56957,0.538469
Negative,0,0.212822,0.285939,0.198987,0.125339,0.087072,0.045588,0.022887,0.011371,0.006806,0.003188,1.87407,0.523393,0,0.207855,0.31746,0.203174,0.113709,0.06719,0.037587,0.018416,0.008757,0.002622,0.023228,6.95237,0.751679,0,0.160004,0.329489,0.249596,0.146353,0.062874,0.030182,0.012685,0.005027,0.000892,0.002896,6.83671,0.49005,0.000282,0.167939,0.33235,0.232332,0.143666,0.066061,0.036928,0.009863,0.006473,0.001786,0.002318,24.424,0.975771
Negative,0,0.175121,0.33647,0.236271,0.132054,0.062817,0.03331,0.013378,0.004848,0.004002,0.001728,2.39485,0.587006,0,0.199247,0.314576,0.205931,0.124838,0.077253,0.034665,0.019948,0.01275,0.006612,0.004178,0.496879,0.656758,0,0.235633,0.299126,0.206038,0.127294,0.070965,0.027959,0.017097,0.009656,0.003565,0.002669,8.55367,0.578919,0,0.157091,0.289286,0.233573,0.155378,0.085449,0.036906,0.022077,0.009864,0.007165,0.003211,64.2882,0.876861
Negative,0,0.219107,0.326922,0.230482,0.11853,0.05338,0.023837,0.011378,0.008633,0.005613,0.002116,1.54942,0.484737,0.000242,0.209254,0.326518,0.2193,0.11031,0.06948,0.033304,0.014207,0.008757,0.00475,0.003877,0.844335,0.603634,0.000287,0.11832,0.228605,0.232397,0.157282,0.103595,0.068969,0.043681,0.020848,0.018958,0.007058,4.73072,0.30459,0,0.190629,0.295424,0.232599,0.141678,0.075231,0.035193,0.00938,0.008593,0.006851,0.004422,2.24114,0.810284
Negative,0,0.18116,0.30125,0.228743,0.134697,0.074386,0.039239,0.022927,0.01098,0.00332,0.003298,2.014,0.412691,0.000304,0.126501,0.274648,0.246936,0.157271,0.100661,0.054147,0.021814,0.011197,0.003792,0.002729,0.600216,0.326094,0,0.169488,0.304403,0.23855,0.133124,0.071023,0.037406,0.02337,0.012519,0.006102,0.004014,65.949,0.189433,0,0.227309,0.291814,0.213464,0.13576,0.065106,0.031962,0.019603,0.010454,0.002527,0.002001,55.8966,0.895023
Negative,0,0.165006,0.287839,0.246555,0.152291,0.075205,0.037422,0.018457,0.008799,0.005685,0.002741,9.82927,0.291273,0,0.134519,0.245539,0.254741,0.1695,0.095809,0.047013,0.027813,0.01258,0.007041,0.005447,30.5044,0.071693,0.000418,0.127142,0.267368,0.256475,0.163401,0.096826,0.052698,0.020235,0.008719,0.004351,0.002366,24.5272,0.224014,0,0.114094,0.245984,0.235502,0.174983,0.115185,0.058818,0.024007,0.017723,0.007208,0.006493,65.8711,0.324837
Negative,0,0.205997,0.353097,0.233335,0.111282,0.050456,0.023061,0.013278,0.005039,0.002307,0.002147,32.0525,0.731486,0,0.18403,0.306634,0.23035,0.127247,0.072606,0.040185,0.018984,0.009573,0.004933,0.005458,5.58435,0.866102,0,0.120327,0.277791,0.252564,0.164029,0.083036,0.050885,0.029122,0.010791,0.006403,0.00505,8.83366,0.596215,0,0.128188,0.267511,0.219406,0.162321,0.110328,0.062341,0.028059,0.011715,0.004792,0.005339,14.294,0.413233
Negative,0,0.107609,0.25074,0.254855,0.176857,0.109612,0.053128,0.02849,0.010194,0.006075,0.002439,0.230816,0.350622,0.000275,0.14531,0.283743,0.257291,0.150279,0.088571,0.042988,0.016594,0.008,0.004307,0.002642,0.097365,0.414475,0,0.173514,0.288021,0.222952,0.152214,0.082089,0.039243,0.025213,0.006699,0.005798,0.004257,8.90618,0.506736,0,0.241817,0.308499,0.201547,0.116323,0.064578,0.033783,0.014743,0.01055,0.003688,0.004471,5.28364,0.614859
Negative,0,0.197623,0.331606,0.240931,0.128999,0.05812,0.023758,0.010286,0.005116,0.001597,0.001964,7.38152,0.794513,0,0.162678,0.278591,0.136885,0.094578,0.124895,0.028824,0.0492,0.060959,0.002684,0.060706,5.27575,0.183259,0,0.083407,0.205487,0.15277,0.115199,0.121515,0.047748,0.021826,0.092949,0.006446,0.152654,2.77848,0.873431,0,0.135263,0.269141,0.241033,0.152689,0.093955,0.055203,0.029497,0.013139,0.006428,0.003653,77.8489,0.589214
Negative,0,0.162817,0.320798,0.244631,0.140746,0.068378,0.03145,0.015056,0.00957,0.002407,0.004147,26.79,0.644851,0,0.17343,0.298671,0.220988,0.152315,0.07362,0.038838,0.023522,0.010306,0.005531,0.002779,0.313738,0.629409,0,0.123316,0.255112,0.231258,0.165936,0.111797,0.050001,0.033584,0.016629,0.006069,0.0063,3.94131,0.348873,0,0.166507,0.275294,0.237263,0.151307,0.089547,0.049577,0.017279,0.006734,0.003806,0.002686,59.8086,0.906816
Negative,0,0.27011,0.325608,0.194387,0.113202,0.048933,0.026323,0.008738,0.006111,0.003132,0.003454,5.07107,0.000835,0,0.230642,0.316623,0.195682,0.110087,0.063509,0.037926,0.017594,0.015179,0.006647,0.006111,2.46041,0.099072,0,0.101341,0.196863,0.216637,0.180354,0.134517,0.076861,0.049952,0.025008,0.012157,0.006311,38.2744,0.799678,0,0.192769,0.31776,0.239544,0.115938,0.07147,0.03662,0.015239,0.005212,0.002842,0.002605,51.3632,0.446509
Negative,0,0.193677,0.321407,0.223007,0.129213,0.067399,0.030525,0.016933,0.010363,0.004806,0.002671,4.07485,0.038498,0,0.312971,0.355503,0.195612,0.078117,0.030394,0.012138,0.005553,0.00436,0.001867,0.003484,0.707426,0.548771,0,0.185268,0.289158,0.227902,0.133584,0.073134,0.044865,0.022688,0.013647,0.005696,0.004059,56.4191,0.746333,0,0.142336,0.322042,0.247083,0.142243,0.073286,0.039491,0.016401,0.008375,0.004552,0.00419,6.55062,0.920254
