@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE x56 NUMERIC
@ATTRIBUTE x57 NUMERIC
@ATTRIBUTE x58 NUMERIC
@ATTRIBUTE x59 NUMERIC
@ATTRIBUTE x60 NUMERIC
@ATTRIBUTE x61 NUMERIC
@ATTRIBUTE x62 NUMERIC
@ATTRIBUTE x63 NUMERIC
@ATTRIBUTE x64 NUMERIC
@ATTRIBUTE x65 NUMERIC
@ATTRIBUTE x66 NUMERIC
@ATTRIBUTE x67 NUMERIC
@ATTRIBUTE x68 NUMERIC
@ATTRIBUTE x69 NUMERIC
@ATTRIBUTE x70 NUMERIC
@ATTRIBUTE x71 NUMERIC
@ATTRIBUTE x72 NUMERIC
@ATTRIBUTE x73 NUMERIC
@ATTRIBUTE x74 NUMERIC
@ATTRIBUTE x75 NUMERIC
@ATTRIBUTE x76 NUMERIC
@ATTRIBUTE x77 NUMERIC
@ATTRIBUTE x78 NUMERIC
@ATTRIBUTE x79 NUMERIC
@ATTRIBUTE x80 NUMERIC
@ATTRIBUTE x81 NUMERIC
@ATTRIBUTE x82 NUMERIC
@ATTRIBUTE x83 NUMERIC
@ATTRIBUTE x84 NUMERIC
@ATTRIBUTE x85 NUMERIC
@ATTRIBUTE x86 NUMERIC
@ATTRIBUTE x87 NUMERIC
@ATTRIBUTE x88 NUMERIC
@ATTRIBUTE x89 NUMERIC
@ATTRIBUTE x90 NUMERIC
@ATTRIBUTE x91 NUMERIC
@ATTRIBUTE x92 NUMERIC
@ATTRIBUTE x93 NUMERIC
@ATTRIBUTE x94 NUMERIC
@ATTRIBUTE x95 NUMERIC
@ATTRIBUTE x96 NUMERIC
@ATTRIBUTE x97 NUMERIC
@ATTRIBUTE x98 NUMERIC
@ATTRIBUTE x99 NUMERIC
@ATTRIBUTE x100 NUMERIC
@ATTRIBUTE x101 NUMERIC
@ATTRIBUTE x102 NUMERIC
@ATTRIBUTE x103 NUMERIC
@ATTRIBUTE x104 NUMERIC
@DATA
Positive,-0.711293,-1.20429,-1.1968,1.28856,1.30793,1.17939,1.10468,0.922084,0.628672,1.01825,0.702704,-1.43314,-0.766543,-0.475044,-0.758541,0.0446523,2.07773,1.06291,-0.15907,-0.511719,-0.993007,-0.862042,-1.02782,-1.70132,0.230148,-0.392918,-0.89396,-1.40696,-1.55275,1.26842,2.43109,1.66951,1.06801,1.20581,1.13294,-0.831322,-1.19692,0.74905,-0.0644597,1.16109,-1.54387,-0.311839,1.22831,1.47845,1.49399,1.12468,0.868964,0.752998,-0.496848,0.240192,0.0837556,0.537332,-0.610132,-0.870257,-0.940168,1.36962,0.934435,1.3546,0.593333,0.548561,-0.781538,-0.319328,-0.229523,-0.147435,-0.562033,2.43306,-1.31012,-1.46165,0.726517,1.69258,1.40798,1.56535,1.08259,0.129647,-0.169507,-0.411349,0.246267,-0.845644,-0.539994,-1.36467,-1.08601,1.2617,2.47613,1.42344,0.841699,0.744528,-0.780798,-0.684817,-0.548728,0.534797,-0.496763,0.587518,-0.699288,-0.861128,1.7813,1.3244,0.591178,0.253974,-0.361026,-0.824425,-0.959971,-0.792535,0.130526,-0.239885
Positive,2.12845,-0.974672,0.438041,1.61676,0.738982,0.398732,-0.14127,-0.630262,-0.739183,-0.96896,-1.17681,0.887422,2.33264,-0.475044,-2.19531,-3.17049,2.03124,2.23462,2.14614,3.62797,1.6364,2.16354,4.23138,0.42473,0.80829,1.62036,-0.89396,-0.653657,1.23629,0.883257,0.421126,-0.0411784,-1.1363,-1.544,-0.955285,-1.34955,-1.05052,0.924182,3.32469,1.56405,-1.26311,-0.471397,1.62332,1.31307,0.750966,0.718457,1.40337,0.361615,-0.232835,-0.52385,1.21889,2.31242,1.71448,-0.777833,-0.269464,0.701473,0.926978,-0.0998592,0.156545,0.905156,0.536641,0.153543,-0.257955,0.326032,0.678026,0.791395,-0.390969,0.344374,1.07213,0.0890392,0.266321,0.213723,-0.506856,-0.314652,-0.158652,-0.31273,-0.0192859,1.08973,1.21372,-0.523048,-0.140025,1.49509,1.00868,0.126438,-0.31569,-0.929554,0.194489,-0.0394823,-0.513833,0.736289,2.55467,-0.603257,0.0648716,0.895468,0.447277,-0.0835103,0.121217,-0.486283,-1.01909,-1.456,-1.52762,-1.3065,0.545571,2.39202
Negative,-0.449146,-1.9035,-2.05648,1.4853,1.7727,2.09081,0.931601,2.07359,3.06591,-0.131683,-0.109581,-0.68265,-1.27322,-0.337159,-0.0733441,1.51051,0.345351,-0.447074,-0.843296,-1.31029,-1.25384,-0.847192,-0.559876,-0.810059,-0.710552,-0.982079,-0.436488,0.629833,0.422778,-0.0797521,-0.666276,-0.48365,-0.505925,-0.704495,-0.336151,-0.935537,-0.66724,-0.782547,-0.697857,0.0394345,0.251329,0.147911,-0.056066,-0.225311,-0.0338043,0.4116,0.783886,1.84241,0.541479,0.573427,-0.937902,-0.352517,-0.533202,-1.17756,-1.14822,-0.0124738,0.793016,1.26822,1.70449,0.915173,1.45237,0.0468419,0.0277507,-0.719652,-0.104225,0.282571,0.588419,1.92606,-0.637867,-0.325586,-1.11313,-1.25677,-1.0807,-0.533526,-0.526473,-0.280542,-0.673485,1.08044,-0.309213,1.02935,0.758776,-0.291452,-0.793264,-0.350051,-0.247116,0.565703,0.87133,-0.133812,-0.241302,-1.06857,-0.567626,3.38703,0.514943,0.921411,0.261832,-0.0376243,-0.520195,-1.04912,-0.422678,-0.644423,-0.271927,-0.268634,-1.25697,-1.34748
Negative,-0.449146,-0.172951,-0.48708,-0.0367019,0.554725,0.297836,0.320552,0.0381578,0.180165,-0.100155,-0.229849,-0.546287,-0.0558312,-0.337159,-0.477606,-0.344289,0.015147,0.731028,0.500128,1.10133,0.260501,1.34263,-0.297012,-0.395463,-0.874193,-0.108183,-0.436488,-0.347979,0.392303,0.512931,0.309003,0.013314,-0.362941,-0.147461,0.0579521,-0.00109164,-0.818331,-0.776502,0.657256,-0.174217,0.86045,-0.119766,0.0745566,-0.268683,-0.63177,-0.239311,-0.630163,-0.415441,0.0978321,-0.206956,-0.901933,1.25009,-0.533202,-0.485911,-0.716064,0.0210621,0.380647,0.541287,0.8269,1.18375,0.518058,-0.0361576,-0.148236,-0.691721,-1.23639,0.284324,-0.409453,-0.497606,0.388131,0.109806,0.479184,0.948951,0.641787,-0.0379586,-0.422479,-0.332314,-0.701476,-0.733476,-0.309213,-1.04691,-0.899886,-0.0296923,0.948085,1.60337,1.3931,0.906506,0.802733,-0.301835,-0.261617,-1.16898,1.63805,-0.433481,-0.210296,-0.303827,-0.241726,0.61069,1.01233,0.594232,0.390319,0.340647,0.052664,-0.470667,-1.32438,0.746246
Negative,-0.449146,-0.88837,-0.168357,0.353086,0.549386,0.270652,0.449939,1.99298,1.37115,-0.0154008,-0.194838,-0.709197,0.0263029,-0.337159,-0.315057,-0.873372,0.0200034,0.850755,0.630046,0.496348,0.547401,0.602862,2.52878,0.390917,-0.813895,-0.0812274,-0.436488,-0.0547366,0.472843,0.0898286,0.204099,-0.319141,-0.0839063,-0.0507239,-1.09329,0.203591,-0.340972,-0.252423,1.2127,-0.174217,-0.0705203,0.154364,0.419181,0.31992,0.107674,-0.201841,0.126986,-0.0610622,0.323951,0.53011,-0.79562,1.01535,-0.533202,0.0251667,0.142525,-1.02264,-0.595963,0.188208,2.30745,0.202075,-0.770425,-0.339785,-0.220676,-0.703052,0.718235,-0.215497,-1.31782,-2.81308,-4.07732,-1.49899,-0.42523,-0.366299,4.2704,7.04614,3.56613,5.19442,-0.641202,0.179209,-0.309213,-0.664212,0.0657903,1.26823,1.0659,-0.053336,-0.548562,-0.494097,-0.720697,-0.374115,-0.287413,-0.947134,-0.33803,-0.433481,0.472878,0.494913,0.515514,0.486618,-0.393894,-0.807317,-0.899188,-0.867102,-0.291159,-0.631165,-1.45015,0.393073
Negative,-0.449146,1.18481,0.235466,-0.722451,-0.640313,-0.677116,-0.355242,-0.709134,-0.749207,-0.276714,-0.2769,-0.563386,-0.542569,3.22778,0.387198,0.146092,-0.742023,-0.11952,-0.0349216,-0.167703,-0.232513,-0.969012,-0.15494,-0.0124126,-0.57076,-0.397353,1.74771,-0.378058,0.347872,0.559747,0.290126,0.2494,-0.466009,-0.284645,-0.325795,0.578024,-0.476187,-0.634393,0.571744,7.45027,-1.65838,-1.34341,-0.0539186,2.38205,4.07291,4.56711,1.38064,0.407445,6.1886,6.05123,-0.450069,0.52761,-0.533202,-2.35726,-3.68337,-4.36605,-1.59739,-0.587797,0.533159,5.52097,5.42161,7.33003,7.3937,-0.221695,0.320752,-0.215497,0.388814,-0.238605,-1.57521,-1.83447,-0.780083,-1.09653,0.0309511,1.35329,4.66429,3.14019,-0.471462,-1.79555,-0.309213,1.28459,1.40967,0.561972,0.248452,-1.07935,-1.3631,-1.78142,-1.89671,-0.550917,-0.316981,-0.991597,1.10364,-0.433481,-0.0926784,-0.126188,0.767963,0.25279,0.146699,-0.00809869,0.0974661,0.172695,-0.302215,-0.442208,-0.226532,0.116978
Negative,-0.449146,0.28005,0.880235,0.0402578,-0.447638,-0.693444,-0.526209,-0.595861,-0.0254118,-0.228641,-0.0571245,1.52155,-0.542883,-0.337159,0.347764,0.292513,-0.024669,-0.762427,-0.54607,-0.295825,0.174998,-0.19028,0.213069,-0.201685,-0.550975,-0.552684,-0.436488,1.4068,0.43124,-0.774925,-1.01083,-1.04981,-0.860574,-0.98686,-0.806773,-0.925712,-0.446626,-0.367016,1.05402,-0.174217,0.338357,0.385753,0.260534,-0.298197,-0.36987,-0.756254,-0.126331,-0.586997,0.0747907,0.192517,-0.832398,1.09051,-0.533202,-0.186447,-0.168896,0.0288096,0.156707,0.418589,-0.299297,-0.259723,-0.192174,0.450853,0.272358,-0.531254,0.597691,-0.215497,1.07213,0.357544,-0.93663,-0.712716,-0.326727,-0.519147,-0.0617362,-0.158339,-0.0747074,-0.292836,-0.0550144,-1.8749,-0.309213,2.17023,0.326137,-0.806265,-0.385643,-0.317489,-0.487314,0.285312,0.325594,-0.0255893,-0.210802,-0.862261,0.222193,-0.433481,-0.0399375,0.550439,0.460862,-0.222324,-0.0894257,0.191844,-0.13664,-0.547164,-0.216128,-0.591938,0.724604,-0.624664
Negative,-0.449146,0.849809,1.1685,-0.446285,-1.03124,-1.04614,-0.500912,-0.725757,-0.783421,-0.258,-0.23722,0.845591,-0.793177,-0.337159,-0.233191,-0.204803,0.240638,0.371175,0.0105066,0.535447,-0.0135635,0.113616,-0.148682,0.361625,-0.766885,-0.960483,2.18608,-0.573707,-0.587265,0.547465,0.651157,1.09008,1.19564,1.31341,1.10678,0.708475,-0.562134,-0.569934,-1.06138,-0.174217,-0.0646558,0.0983102,0.256196,0.45642,0.279183,-0.0387554,0.463089,0.229347,-0.047837,0.145763,-0.465685,-0.570743,-0.533202,1.51631,0.803587,0.158747,-1.20402,-1.89371,-0.696533,-0.917672,-0.540181,-0.158574,-0.0655711,-0.658858,0.541697,-0.215497,0.402318,0.616124,-0.0495785,-0.816706,-0.329709,-0.118069,-0.620787,-0.180483,0.228717,-0.161243,-0.677952,1.19884,-0.309213,-0.571753,-0.150981,0.454691,0.227047,0.257661,0.271147,1.14347,0.682752,-0.0851138,-0.224507,-1.01432,-0.985883,-0.433481,0.00312574,0.081248,0.0483687,0.463932,0.150556,0.110925,-0.206487,-0.133598,0.180028,1.32481,-1.35807,0.204282
Negative,-0.449146,-1.28517,-1.04744,1.59358,1.21539,0.807724,0.176316,1.5281,0.478944,-0.043539,-0.193732,-0.558644,-1.20797,-0.337159,-1.84274,-2.63554,1.70139,2.51944,2.84378,2.31728,2.40187,1.18151,0.544153,0.392044,-0.736332,-1.51722,-0.436488,0.245594,0.245057,0.276704,-0.06957,-0.408479,-0.650595,-0.529582,-0.096237,-0.721575,0.496048,0.594885,-1.26023,-0.174217,0.651105,0.191702,-0.280328,0.043936,-0.353153,-0.446788,-0.106066,-0.414714,-0.94294,0.0756318,-0.746354,-0.365979,2.08331,0.0521289,0.0370685,1.16543,-0.637648,-0.425867,-0.0651107,0.487006,-0.171414,-0.225276,-0.182177,-0.464414,-0.0390271,-0.215497,-0.957007,-0.333662,0.731584,0.324306,1.17242,1.30659,-0.0646632,-0.293187,-0.25391,-0.322098,-0.629752,-0.200946,-0.309213,0.447312,0.789967,0.427954,-0.472366,-0.275456,0.0381923,-0.888485,0.0365254,-0.197116,-0.285294,0.995234,1.19879,-0.433481,0.999341,0.0108486,0.0393983,-0.0254727,-0.0337018,-0.241039,0.188141,-0.337986,0.0626726,-0.431183,0.523686,0.733367
Negative,-0.449146,-0.404009,-0.0433105,0.361551,0.351237,0.174479,-0.132493,0.61612,0.832583,-0.154668,0.028378,1.58699,0.746977,-0.337159,-0.616779,0.150352,1.06144,0.343106,0.0776238,-0.169279,0.171411,-0.585541,-0.340823,-0.203938,-0.57847,0.351336,-0.436488,-0.239887,0.298353,0.707187,0.338843,-0.0982267,-0.238415,-0.973579,-0.729966,-1.23628,-0.377102,-0.449115,0.294007,-0.174217,-0.516832,0.272846,0.648736,0.583649,0.318239,0.31709,0.592874,-0.32094,-0.431341,-0.511546,0.872831,0.221383,-0.533202,-0.912299,-1.05399,0.609378,1.12067,0.746581,0.98201,0.442114,0.794224,0.0540855,-0.0386525,1.90459,0.524081,-0.215497,-0.984213,-1.46438,-0.156707,1.94005,1.72784,0.910538,0.510598,0.144552,0.302499,-0.331967,3.13911,0.131363,-0.309213,-0.473633,0.222046,0.449059,0.717211,0.310499,0.17576,-0.0821643,-0.641469,-0.380611,-0.287821,0.237388,0.139448,-0.433481,-0.264368,-0.0779307,0.484478,0.495328,0.196908,0.159246,-0.195167,0.297534,-0.015041,0.323618,0.641125,1.45417
Negative,-0.449146,0.738135,1.03833,-0.1884,-1.01381,-0.663064,-0.556782,-1.26796,-1.18809,-0.205453,-0.320757,2.33478,-0.298393,2.14826,-0.492749,-0.113067,0.34738,0.366909,0.331148,0.258601,0.892058,0.550466,0.711259,2.11464,0.247894,-0.368612,-0.436488,-0.337272,0.379903,0.152798,0.267103,0.238351,0.380089,0.172633,-0.393684,0.125539,-0.226012,-0.793378,-0.506067,-0.174217,-0.307982,-0.147973,0.675112,0.499214,0.752092,0.404997,0.627584,0.0276234,-0.46688,0.106572,-0.797981,0.220789,1.81632,-0.110539,0.372224,2.30941,-0.269658,-0.787386,-1.27052,-0.66236,-0.388699,-0.0467815,-0.133884,1.68264,0.991157,0.279063,-0.179822,0.144634,0.64926,-0.162523,0.096662,0.205314,-0.102564,-0.213046,-0.405881,-0.398976,0.0769364,-1.20595,-0.309213,-0.788397,-0.286202,0.373267,0.490831,0.527735,0.8301,0.700817,0.83083,-0.149244,-0.292331,-0.97139,-0.87397,-0.433481,-0.405514,-0.388409,-0.221468,0.662948,0.952005,0.808596,0.383065,1.2572,-0.0120318,0.102869,-0.910311,0.370748
Negative,-0.449146,-1.81871,-1.70513,1.59072,1.99368,1.62868,0.658257,1.6926,0.736136,-0.169924,-0.0358717,-0.65013,-1.24853,-0.337159,-1.75147,-2.9122,1.9354,2.69512,2.6604,2.12915,1.42811,1.48115,0.228716,0.505832,-0.682275,-1.33652,1.68618,2.10878,0.578385,-1.29481,-1.45453,-1.61544,-1.4966,-1.59852,-1.14277,-1.35746,-0.219443,-0.792394,-0.0261327,-0.174217,1.72275,-0.0516054,-0.819477,-0.950029,-0.72142,-0.771369,-0.281771,-0.681498,-0.735567,-0.254398,-0.868813,0.722995,-0.533202,-1.47067,-1.5948,0.102965,1.98892,1.95547,1.58842,0.897279,0.455779,0.0925368,-0.162712,-0.657406,-0.312332,-0.215497,-0.625646,-0.0949758,-0.159573,0.362273,1.07553,0.281521,0.673833,-0.2381,-0.231088,-0.0587385,-0.404218,0.174305,-0.309213,0.97533,0.748801,0.505503,-0.168599,-0.611873,-0.382074,-0.82966,-0.720443,-0.400098,-0.280376,-0.960159,-0.453259,-0.433481,1.35987,1.40258,-0.0614664,-0.986471,-1.16374,-0.774519,-0.449166,-0.494761,-0.237911,0.157223,-1.46137,1.06619
Negative,-0.449146,0.0058406,0.805736,0.323506,-0.13851,-0.693269,-0.290008,-0.866285,-0.611173,-0.236981,-0.308964,-0.727135,-0.183417,-0.337159,-0.270261,-0.103391,0.0456161,0.31702,0.260254,0.352144,0.906592,-0.0298174,-0.30953,0.144187,2.50059,0.216899,-0.436488,-0.128356,-0.240547,0.461491,0.727523,0.26251,0.0863441,-0.463028,-0.305658,-0.441569,-0.340425,-0.371852,0.176625,-0.174217,0.650839,0.275321,-0.428564,-0.288444,-0.00969037,-0.00406982,-0.300096,-0.774182,-0.23295,-0.323154,2.27567,1.23827,-0.533202,0.409042,0.527851,0.587242,-0.227756,0.0411212,-1.0223,-0.994805,-0.491365,-0.418559,-0.218151,-0.513322,1.3205,-0.215497,0.257763,0.693294,0.237766,-0.346479,-0.571786,-0.214817,-0.443293,-0.25822,-0.443745,-0.409538,0.0565253,-0.570205,-0.309213,-1.05541,-0.669627,0.181203,0.979989,1.02322,1.21804,0.812354,0.886391,-0.271876,-0.293809,-0.978011,-0.366675,0.962475,-0.34115,0.0583176,0.167557,0.848169,0.406574,0.165555,-0.162029,-0.0206614,-0.265451,-1.00703,1.25329,0.109391
Negative,3.6166,0.430175,1.56075,0.283111,-1.23221,-0.98853,-0.611221,-1.27299,-0.986933,-0.307971,-0.335376,1.24368,-0.393349,-0.337159,-0.411376,0.484538,0.440084,0.726724,-0.319414,-0.450539,-0.665317,-0.933973,-0.783311,-0.255762,-0.448564,-0.817639,-0.436488,-0.844524,-0.422428,0.322128,1.43211,1.08093,1.03523,0.485785,1.15482,1.43169,0.280361,-0.77878,-1.13135,0.130015,0.173669,0.242274,0.22956,0.328806,-0.128978,-0.465881,-0.471705,-0.56628,-0.706277,-0.688249,-0.783268,-0.22285,-0.533202,-0.436099,0.206654,0.619118,0.781975,-0.0965366,-0.851113,-0.425869,-0.2771,0.11469,-0.112632,2.06595,1.23582,-0.215497,-0.289394,0.380418,0.000115543,0.211179,0.381512,-0.0558868,0.262782,-0.226417,-0.704638,-0.49239,-0.36869,1.31528,-0.309213,-0.180809,-0.514876,-0.200418,0.437993,0.45721,1.23551,0.79735,0.616054,-0.10838,-0.0975079,-0.896771,-1.53977,-0.433481,-0.00913781,-0.00733825,0.0392495,0.418532,0.23761,0.560633,0.151212,0.373163,-0.290636,-0.265558,0.982365,1.20023
Negative,-0.449146,1.24767,-2.67428,-2.89538,-1.60275,1.44517,-0.62013,-1.45082,-1.22672,7.25925,6.58861,-0.721414,0.421202,2.87631,0.406648,0.485066,-0.950084,-0.526679,-0.294866,0.251349,0.23502,0.255412,-0.25195,0.3098,2.30242,0.440802,-0.436488,-1.33982,-1.40355,1.11826,1.34222,2.11044,2.30372,2.96384,1.96748,2.5337,1.15844,0.0804162,-0.239243,-0.174217,0.310863,0.572756,0.0706739,-0.43829,-0.133416,-0.0620647,-1.35217,-0.960276,-0.851556,-0.557613,0.193824,1.26312,-0.533202,1.73586,1.22665,-0.236765,-0.748879,-2.07689,-1.28177,-1.23022,-1.2679,-0.419464,-0.233365,-0.247309,-1.22854,-0.215497,0.518367,0.344643,0.146418,-0.262781,-0.117013,-0.432267,-0.880311,-0.240547,-0.31252,-0.39534,-0.299078,-0.434108,-0.309213,-1.19949,-1.39437,-0.289721,1.18499,1.66113,2.26996,1.98194,0.78666,-0.270419,-0.267662,0.388944,0.407228,-0.433481,-0.119971,0.99062,0.809414,-0.294296,-0.528484,-0.435974,-0.615678,-1.09036,-0.277226,-0.329398,0.00669047,0.157427
Negative,2.04166,-0.0515936,0.284903,-0.00969683,-0.0879407,-0.109182,-0.219462,0.778104,0.894817,-0.142938,-0.145821,-0.744859,0.300032,3.64202,1.75588,0.83999,-1.78852,-1.89547,-1.28749,-1.52124,-1.13379,-0.848502,0.541649,-0.0079061,-0.825807,1.14345,-0.436488,0.161729,0.339612,0.148064,-0.213633,-0.197609,-0.336143,0.281444,-0.399725,-0.817639,-0.442794,-0.267861,1.06936,-0.174217,-0.612466,0.467461,0.526313,0.363003,0.190371,0.579061,0.275095,1.60216,0.504378,-0.0192517,-0.597256,0.555318,2.5817,0.292774,1.08111,0.451107,-1.05775,-1.17958,-0.629169,-0.567486,-0.10989,0.128996,-0.242605,-0.198313,-0.449887,-0.215497,0.773727,1.25902,0.724229,-0.49783,-1.46153,-1.47391,-1.41054,-0.394165,-0.495223,-0.211629,-0.672549,1.0957,-0.309213,0.53411,0.239167,-0.290987,-0.0873447,-0.0906704,0.562207,0.914286,0.364701,-0.193534,-0.2837,0.484934,0.419984,-0.433481,0.308537,-0.0283069,0.662761,0.251356,-0.32061,-0.642326,0.25612,0.352696,-0.138676,0.352077,-1.20585,-1.25003
Negative,-0.449146,0.173109,1.24501,-0.341805,-0.605257,-0.453033,-0.359331,-0.476403,-0.140145,-0.242541,-0.196312,-0.570307,-0.68081,-0.337159,0.974303,1.01953,-0.904813,-1.19141,-1.00035,-1.39522,-1.09114,-0.49352,-1.24645,0.0585644,-0.797415,-0.714166,-0.436488,-0.568793,-0.500262,0.484496,0.905881,0.922291,1.07974,0.605914,1.27766,-0.178483,-0.201925,1.91592,-0.760073,0.067987,0.0602758,-0.0794052,0.152058,0.713284,0.307538,0.0140685,-0.227012,0.724751,-0.0864998,-0.713002,-0.812415,0.00201833,-0.533202,0.988057,1.35453,-0.800511,-1.91161,-0.696526,-0.553335,-0.0841675,-0.298237,-0.369725,-0.220368,-0.706978,0.916539,-0.215497,-0.0901197,0.230431,0.333904,-0.471532,0.0577987,-0.0597343,-0.00492305,0.00864976,0.163235,-0.255868,-0.686379,0.956674,-0.309213,-0.745894,-0.288932,0.14168,0.682194,1.34702,0.515499,0.0922462,0.289017,-0.288726,-0.274019,1.31576,-0.523433,-0.433481,0.0158501,0.0376222,0.252543,0.472772,0.302096,-0.335227,-0.13642,0.189679,0.0684291,0.0187747,-1.19374,-0.697581
Negative,-0.449146,2.18503,0.938713,-1.88959,-1.73404,-1.21808,-0.529214,-1.02943,-0.549824,-0.249457,-0.234886,-0.745362,1.37898,-0.337159,0.664601,0.858714,-0.61539,-0.809809,-0.952982,-0.83375,-0.62851,-0.58685,-0.867177,-1.07932,0.322482,1.49505,-0.436488,1.04761,0.330504,-0.546106,-0.737332,-0.653076,-0.582383,-0.666766,-1.10451,-0.334042,-0.300462,-0.203243,1.32865,-0.174217,0.434817,0.498926,-0.0744165,-0.426677,-0.595673,-0.37861,0.270352,0.889037,-0.425874,0.078382,-0.449457,-1.05405,-0.533202,0.704115,0.970639,0.793161,-0.576664,-0.647749,-1.44806,-1.12393,-1.14963,-0.38047,-0.23201,-0.444705,0.691529,-0.215497,-0.567643,-0.36176,0.584897,1.18132,0.553,0.165101,-0.247186,-0.185376,-0.542293,-0.321405,4.17889,1.01223,-0.309213,1.6007,0.67281,0.0525838,-0.560378,-0.710445,-0.352675,-0.773376,-0.934713,-0.229201,-0.027992,1.02677,0.792004,-0.433481,1.75548,0.877833,0.433419,-0.773139,-1.13647,-1.12358,-0.645079,-0.638617,-0.347875,-0.324783,-1.36812,-0.469046
Negative,1.98174,1.17041,0.688515,-0.61501,-1.08382,-0.739933,-0.545427,-0.70894,-0.630639,-0.263899,-0.326777,-0.513531,1.30688,-0.337159,3.13203,-1.75962,-3.12483,-1.67825,-1.11538,-0.62806,-0.583022,-0.920874,0.610495,1.26743,-0.696033,1.74599,-0.436488,0.162459,0.324082,0.428962,-0.212606,-0.256022,-0.336518,-0.758825,-0.826046,-0.733037,-0.478924,-0.650467,0.947867,-0.174217,-0.124113,0.129916,0.559565,0.338494,0.263946,-0.019026,-0.324027,-0.365283,-0.56217,-0.528047,-0.558519,-1.92508,1.87862,-0.519223,-0.502499,1.00246,0.68248,0.656186,0.332853,-0.145103,-0.550372,-0.148976,-0.124521,-0.118172,-0.364982,-0.215497,2.46314,1.36471,-0.868504,-1.81739,-1.85168,-1.47968,-1.43148,-0.423142,-0.722273,-0.376467,-0.324856,1.3294,-0.309213,-0.825528,-1.03137,0.00221071,1.34929,1.13763,0.686567,0.836488,1.36885,-0.0693666,-0.223029,-1.00751,1.65489,-0.433481,-0.0996423,0.0706994,0.193236,0.21378,0.52127,0.384375,0.00195522,0.0642584,-0.321774,-0.330167,-1.40679,-1.43233
Negative,-0.449146,1.04354,0.144048,-0.440942,-0.588635,-0.855761,-0.246157,-0.322344,-0.684319,-0.260102,-0.263141,1.13755,1.62529,-0.337159,-0.558022,0.0363263,0.470221,0.449471,0.596002,0.479846,-0.202691,-0.504654,-0.0829658,-0.490099,-0.141876,1.53111,-0.436488,-0.297544,-0.273789,0.526828,0.556737,0.403601,0.640852,0.44881,0.255003,-0.675726,-0.615234,-0.525019,1.16977,-0.174217,0.269748,0.571362,-0.0308178,-0.115565,-0.45883,-0.434696,0.0823588,-0.365647,-0.528194,-0.480606,2.29977,0.218618,2.23461,0.637437,0.106791,1.24977,-0.496468,-0.358174,-0.662718,-0.71589,-0.600699,-0.3224,-0.191355,-0.282721,0.274412,-0.215497,-1.1765,-1.44122,-0.34043,1.64657,1.2653,1.44945,1.46899,0.287119,0.421275,-0.0982164,-0.499732,0.285383,-0.309213,-0.51764,-0.357576,0.550839,0.616123,1.44041,0.0934751,-0.289202,-0.471495,-0.297347,-0.293886,0.247291,0.0377566,-0.433481,-0.483627,-0.684849,0.59172,0.724436,1.01104,0.803037,-0.0493723,-0.00222582,-0.224436,-0.145569,1.27265,1.39499
