@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE x56 NUMERIC
@ATTRIBUTE x57 NUMERIC
@ATTRIBUTE x58 NUMERIC
@ATTRIBUTE x59 NUMERIC
@ATTRIBUTE x60 NUMERIC
@ATTRIBUTE x61 NUMERIC
@ATTRIBUTE x62 NUMERIC
@ATTRIBUTE x63 NUMERIC
@ATTRIBUTE x64 NUMERIC
@ATTRIBUTE x65 NUMERIC
@ATTRIBUTE x66 NUMERIC
@ATTRIBUTE x67 NUMERIC
@ATTRIBUTE x68 NUMERIC
@ATTRIBUTE x69 NUMERIC
@ATTRIBUTE x70 NUMERIC
@ATTRIBUTE x71 NUMERIC
@ATTRIBUTE x72 NUMERIC
@ATTRIBUTE x73 NUMERIC
@ATTRIBUTE x74 NUMERIC
@ATTRIBUTE x75 NUMERIC
@ATTRIBUTE x76 NUMERIC
@ATTRIBUTE x77 NUMERIC
@ATTRIBUTE x78 NUMERIC
@ATTRIBUTE x79 NUMERIC
@ATTRIBUTE x80 NUMERIC
@ATTRIBUTE x81 NUMERIC
@ATTRIBUTE x82 NUMERIC
@ATTRIBUTE x83 NUMERIC
@ATTRIBUTE x84 NUMERIC
@ATTRIBUTE x85 NUMERIC
@ATTRIBUTE x86 NUMERIC
@ATTRIBUTE x87 NUMERIC
@ATTRIBUTE x88 NUMERIC
@ATTRIBUTE x89 NUMERIC
@ATTRIBUTE x90 NUMERIC
@ATTRIBUTE x91 NUMERIC
@ATTRIBUTE x92 NUMERIC
@ATTRIBUTE x93 NUMERIC
@ATTRIBUTE x94 NUMERIC
@ATTRIBUTE x95 NUMERIC
@ATTRIBUTE x96 NUMERIC
@ATTRIBUTE x97 NUMERIC
@ATTRIBUTE x98 NUMERIC
@ATTRIBUTE x99 NUMERIC
@ATTRIBUTE x100 NUMERIC
@ATTRIBUTE x101 NUMERIC
@ATTRIBUTE x102 NUMERIC
@ATTRIBUTE x103 NUMERIC
@ATTRIBUTE x104 NUMERIC
@DATA
Positive,-0.711293,0.438814,1.00978,-0.0971852,-0.986651,-0.635353,-0.699694,-0.700317,-0.808951,-0.0298561,0.292933,0.328766,1.02111,1.9992,0.527966,1.28266,-0.68605,-0.989884,-0.874054,-0.550663,-0.707217,-0.534904,-0.809826,-0.100159,0.764405,1.08832,1.4295,-0.698146,0.478545,0.164334,0.185361,0.670768,0.664362,0.73601,1.12121,0.344406,-0.38816,-1.00477,0.49211,-0.749261,0.0285286,0.645328,1.27179,-0.57939,-0.774631,-1.21255,-0.530786,-1.03282,-1.01459,-0.918605,-0.558036,0.995216,-0.610132,0.269461,1.12432,0.172118,-0.0158581,-0.550921,-1.16278,-0.808927,-0.669107,-0.363616,-0.236072,0.0952454,2.01947,-0.618896,-0.496484,1.56075,2.73539,-0.3209,-0.696812,-1.45583,-0.772025,-0.717919,-0.387858,-0.424338,0.178772,1.27173,-0.539994,-0.591823,-0.565546,-0.280061,-0.025124,1.19886,1.25307,0.838994,0.587672,0.156616,-0.324441,-0.0429337,1.06158,-0.603257,-0.78131,-0.419244,0.812657,0.60168,-0.00233228,0.690404,0.777797,0.509847,0.569779,-0.276469,-0.384741,0.952578
Positive,1.1116,0.0821027,0.60571,0.362072,-0.609781,-0.322777,-0.330487,-0.161002,-0.811803,0.229648,-0.415804,1.13902,0.449766,2.37251,1.12333,0.662663,-1.27504,-1.12406,-0.541442,-0.657503,-0.899889,-0.716919,-0.375357,-0.194263,1.05845,0.777078,0.368496,1.7333,-0.510974,-1.72849,-0.995251,-1.03612,-0.774272,-0.125935,-0.575199,-0.723126,-0.536133,0.955413,2.07328,1.46704,0.666881,0.558441,-1.05275,-1.40052,-0.225376,-0.523172,-0.131421,0.478388,-0.23582,-0.75422,1.30613,1.89017,-0.610132,0.24506,-0.198213,-0.315164,0.292594,0.0824329,0.40864,-0.558086,0.00588336,-0.158289,-0.255406,0.650126,1.00592,-0.618896,0.146609,0.606898,-0.275198,0.192788,-0.661622,-0.336545,0.3253,-0.317527,-0.4947,-0.297385,0.520725,1.04606,-0.539994,1.13829,0.216689,-1.29914,-1.38792,-0.148358,0.100293,0.286984,-0.0591775,0.00148872,-0.40137,0.413224,1.28327,-0.603257,-0.115966,1.50785,0.298974,-0.133965,-0.277418,-0.79556,-0.689112,-1.15728,-0.920732,-1.52999,0.555332,1.63393
Positive,0.962793,-0.820527,-0.046775,0.846992,0.924433,0.465351,0.339356,-0.139589,-0.649961,0.591558,-0.033908,0.729601,-0.564316,-0.475044,-1.37985,-0.994978,1.31152,1.5511,1.00735,1.20015,0.774467,0.540516,0.178869,-0.76725,0.371403,-0.77993,-0.89396,-0.220667,-0.797457,-0.182744,0.261731,1.05379,0.837529,0.952372,0.736977,1.68659,1.33271,0.767115,-0.99702,-0.749261,0.101697,-1.40926,-0.607867,0.780768,1.03303,0.874204,1.41551,0.105184,0.69718,1.11826,0.430831,-1.00787,-0.610132,-0.0353484,-0.0855788,-0.246769,0.2614,0.435589,0.123625,-0.278979,-0.156901,-0.173492,-0.0392013,-0.0867963,-0.652803,-0.618896,0.865641,0.397459,-1.30357,-0.913558,0.0274265,-0.245938,-0.290242,-0.170385,-0.186641,0.191624,0.432716,-0.369059,-0.539994,1.17143,0.228785,-0.100098,-0.79001,-0.683259,-0.74461,-0.726096,-0.0990394,-0.553629,-0.192745,0.547772,-0.779588,0.216975,1.71998,0.390107,-1.04099,-1.21617,-0.922362,-1.05543,-1.01218,-0.683886,-0.844123,-0.265355,0.692113,-0.433897
Positive,-0.711293,2.17126,-0.0421434,-2.39028,-1.26385,-1.1628,-0.93191,-1.22907,-0.970458,-0.435211,-0.0164858,0.477853,-0.643833,-0.475044,1.04016,0.0722423,-1.50492,-0.691551,-0.430267,-0.334986,-0.414265,0.717641,0.42446,0.950317,-0.11675,-0.764449,1.55037,2.0015,-1.70448,-1.97639,-1.09904,-0.716738,-0.0210032,0.866233,0.220185,0.270056,1.73435,1.55647,-0.590933,-0.749261,1.28442,-2.59244,-1.27736,-0.494232,0.497727,1.28285,1.47939,1.76054,2.76384,1.38162,1.34897,-1.37746,1.507,2.54066,0.761406,-1.60225,-1.50874,-1.66416,-1.50291,-1.19723,-0.435684,-0.275949,-0.188344,0.048324,-0.379934,-0.618896,0.922374,0.104444,-0.753206,-1.0451,-0.34935,-0.166656,-0.0345753,0.0175923,-0.0137731,-0.133666,0.763438,-0.320088,-0.539994,2.54056,-0.116987,-1.02942,-1.77768,-1.18752,-0.570097,-1.03709,-0.647563,-0.592431,-0.0859823,0.869633,-0.247374,-0.603257,1.34883,-1.62734,-2.12595,-0.679791,-0.236202,0.483263,1.38156,1.26944,1.43733,0.981554,0.856882,-1.19035
Positive,0.851188,-0.860445,-0.593879,0.0829354,0.653294,0.753874,1.16613,1.34929,1.35151,1.47209,1.48949,0.933928,-0.599657,-0.475044,0.24425,0.101752,-0.439701,0.14195,-0.114862,-0.318901,-0.0784384,-0.278661,-0.335354,-0.585316,1.21602,-0.0759764,0.332682,0.12092,0.00778333,-0.536247,-0.210112,0.117716,0.112979,0.864573,1.01281,1.27378,-0.633999,0.362854,-0.535974,-0.749261,-0.0280215,-0.997744,-0.403643,0.72299,0.641438,1.23094,0.749549,1.01371,-0.746599,-0.166139,0.421044,-1.13653,3.11179,-0.404433,-0.435972,0.93888,-0.0818069,0.687982,0.209557,0.708051,0.00629109,-0.0270782,-0.25368,-0.166004,-0.423783,0.152357,0.7424,0.540768,-0.198192,0.0900168,-0.415353,-0.648042,-0.645523,-0.708379,-0.538388,-0.429523,0.384658,-0.122436,-0.539994,0.986185,0.985581,-0.0419272,-1.31442,-1.32346,-1.53446,-1.08161,-1.152,0.175094,0.947976,0.378562,-0.193853,0.360875,0.501896,-0.160401,-1.17462,0.234506,0.00882319,-0.0243183,0.15451,-0.0451988,-0.125307,-0.880549,0.639634,-1.22364
Positive,0.882189,1.20967,0.40137,-1.29035,-1.10248,-0.851281,-0.538614,-0.733067,-0.501368,-0.315738,0.350078,-0.520508,-0.580023,-0.475044,0.894482,-0.0158005,-0.370724,-0.572746,-0.807802,-0.500996,-0.318967,0.269605,-0.552588,-0.0715798,-0.289599,-0.746525,-0.89396,1.01874,-1.19216,-1.22365,-0.584683,0.134179,0.0830429,1.13369,1.17748,0.265617,1.20823,0.736183,-0.287349,-0.749261,1.6239,-0.759968,-1.43825,-1.2798,-0.747732,-0.712922,0.187373,0.247836,0.539634,1.78448,1.15982,-0.410287,0.486544,1.91313,0.785472,-1.50302,-1.31313,-0.928669,-1.10603,-0.733374,-0.538635,-0.194232,-0.264936,-2.2671,-0.183871,-0.618896,0.746875,0.183277,-0.00693953,0.206517,-0.977251,-0.976892,-0.383644,-0.415207,-0.1748,-0.139532,-1.61451,-0.563681,-0.539994,0.870544,0.518028,-1.08765,-0.369578,-0.38361,-0.588677,-0.211133,-0.319488,-0.3119,-0.185766,0.716116,-0.0759576,1.82146,1.61897,0.312734,-0.630327,-1.66284,-1.49509,-0.767501,-0.662577,-0.132538,0.319959,0.11073,0.643761,-0.0115872
Positive,1.71923,0.405642,0.504197,-0.20017,-0.339426,-0.697781,-0.505917,-0.366806,-0.299947,-0.753288,-1.01095,-0.375086,-1.18572,-0.475044,1.1813,0.0104713,-1.05826,-1.01598,-0.745989,-0.273377,-0.339729,0.732753,-0.182429,0.0685302,-0.914349,-1.06265,3.05905,-0.716515,-0.382358,0.255653,0.602584,0.813613,1.73926,1.06544,0.344464,0.831565,-0.347448,-1.80364,-1.43451,-0.749261,-1.53193,-1.01484,-0.161303,1.24154,2.37388,2.03416,2.67172,2.8485,2.27197,0.645945,-2.38172,-1.48877,0.575464,1.10113,1.05255,-1.03144,-0.714203,-0.701684,-0.473284,-1.28084,-0.989376,-0.118215,-0.22666,-0.162103,-1.15888,0.984208,1.92317,0.727362,-0.584654,-1.42988,-1.46907,-1.14592,-0.917322,-0.553463,-0.447783,-0.278635,-0.0304491,-0.617701,-0.539994,-0.601434,-0.753795,0.859146,0.905086,-0.181512,0.523226,0.671895,0.902943,0.166819,-0.208301,-3.42625,-1.66661,-0.603257,-0.952835,-0.848615,-0.697167,-0.478622,1.41688,1.24303,2.03176,2.17641,1.76899,2.30326,-2.92125,-1.13385
Positive,2.68648,-0.413065,0.270419,0.923869,0.253578,-0.0915791,-0.0535294,-0.456821,-0.534408,0.628021,-0.966347,-0.17737,-0.156916,-0.475044,0.443043,0.251242,-0.280326,-0.637138,-0.547944,-0.0688615,0.0601483,-0.581575,0.415092,-0.150348,-0.486256,-0.193302,-0.89396,1.02094,-0.384812,-0.910067,-0.739701,-0.364985,-0.00737373,-0.0492026,-1.60913,-0.661538,-0.630084,0.398037,-0.505877,-0.0328808,1.31363,-0.332917,-0.865792,-0.681024,-0.530857,-0.760891,-0.78312,-1.32048,-0.445107,-1.24737,0.442317,-0.527596,-0.610132,-0.711453,-1.52004,0.0666264,0.721634,1.18966,1.87702,1.88015,0.417585,-0.166304,-0.217993,0.924679,0.0968185,0.851993,-0.0882729,0.300152,0.146626,-0.196409,-0.166567,0.242403,0.218011,-0.362218,0.00398923,-0.16111,0.23292,0.111061,1.29497,0.173247,0.969382,-1.31882,-1.02354,-0.337374,0.213561,0.689602,1.08003,-0.193485,-0.211711,0.283942,-0.481792,-0.603257,1.19232,2.0764,-0.394476,-1.3686,-1.40684,-1.76212,-1.59064,-1.31276,-1.19559,-0.41675,0.558504,-0.164511
Positive,-0.711293,0.936811,0.823778,-0.931666,-1.10432,-0.91349,-0.63517,-0.565149,-0.50489,-0.669114,-0.969831,-2.24108,-0.0646379,-0.475044,-0.726758,-0.496948,0.333244,0.380581,0.674106,0.575101,1.21618,1.23502,0.731322,2.10187,-0.299876,-0.792151,0.234192,0.707744,0.413528,-0.791969,-0.78329,-0.175446,-0.345797,-0.920185,-1.01604,-0.619369,-1.14838,-0.00421752,-0.691255,-0.749261,1.52325,-0.611685,-1.08023,-0.911729,-0.986151,-0.411952,-0.398625,0.0500056,-0.459701,-0.613567,0.922331,0.00439515,-0.610132,-0.3502,1.03258,0.802962,-0.461303,0.288398,0.191977,-0.895335,-1.15593,-0.256697,-0.28427,-1.4857,0.241492,-0.618896,-0.339192,0.227873,1.50063,-0.583864,-0.16261,0.618676,-0.41168,-0.225465,0.158019,-0.166819,-0.990452,0.0724392,3.29921,0.577137,0.915892,-0.940478,-0.591096,-0.499424,-0.50548,-0.131795,-0.21029,-0.162878,-0.230624,0.469854,-0.603805,-0.603257,1.389,0.639455,-1.03604,-1.75435,-1.29109,-0.394705,-0.487731,0.267459,0.147496,-0.178843,0.635742,0.390496
Positive,-0.711293,1.2232,0.372649,-1.32584,-1.27289,-0.675878,-0.876354,-0.201116,0.168975,-0.352588,-0.104991,-2.18957,-0.457312,-0.475044,-0.380757,-0.442832,-0.493803,0.17538,0.383204,0.589772,1.56737,1.99641,1.89953,0.0336769,-2.46262,-1.43907,0.220762,-0.217988,0.701505,-0.00103874,0.050485,-0.410917,-0.368432,-0.00585635,0.138713,1.11898,0.693844,-2.30871,-0.904985,-0.749261,-1.2927,-0.313861,0.539098,0.88797,1.23378,1.34469,0.894152,1.53191,1.81028,1.26181,-1.96392,-1.26866,-0.610132,1.36408,1.21041,-0.797931,-1.71445,-1.06856,-0.921272,-0.435245,-0.500411,-0.130857,-0.0894778,-1.82004,-0.126057,2.59833,0.155597,0.150664,-0.303735,-0.921718,0.0587196,0.424611,-0.0356195,0.414783,0.433962,-0.181588,-4.23039,-1.29598,-0.539994,0.45766,0.528786,0.56602,0.0826454,-0.541031,-0.774063,-0.625613,-0.708322,-0.932571,-0.264134,-0.619423,-0.579228,0.472398,-0.666783,0.238317,0.667231,-0.526482,0.354297,0.0913594,0.678954,0.387373,0.782603,0.910662,-0.758374,-0.879155
Positive,-0.711293,0.533509,-0.12069,-0.832353,-0.240808,-0.347668,-0.0878159,0.0847221,0.399075,-0.588431,0.968916,0.338687,-0.191275,-0.475044,1.81023,-0.140453,-1.6111,-1.17841,-0.79551,-0.63786,-0.792757,-0.81226,0.0107525,1.24378,0.382527,0.570129,0.435648,1.99437,-0.320791,-1.89756,-1.71036,-1.20809,-0.673634,-0.414971,-0.649076,0.98193,-0.814855,0.103833,-0.0356716,-0.749261,1.49036,-1.90151,-1.77588,-0.677137,0.395485,0.898695,0.263999,1.66644,0.981424,0.559122,0.986948,0.90282,0.583932,1.08826,0.0624519,-0.86807,0.0449955,-0.141287,-0.889777,-0.739392,-0.551886,-0.21431,-0.285289,1.34926,0.537263,-0.618896,2.19003,-0.0625824,-0.855237,-1.20623,-1.05758,-1.10658,-0.689274,-0.553332,-0.409746,-0.296181,0.721614,1.37043,1.32205,1.58342,1.0918,-0.967016,-1.60842,-1.42162,-1.00686,-0.49539,-0.46903,-0.0196395,-0.286562,0.322806,0.14873,0.486788,1.57953,-0.029455,-1.58368,-1.15603,-1.04734,-0.420985,-0.401397,0.332181,0.322201,0.570924,0.713128,1.43929
Positive,-0.711293,2.34753,0.22248,-2.55238,-1.6664,-1.38897,-1.10678,-0.559238,-1.10832,-1.23079,-1.56846,0.654861,-0.150045,-0.475044,0.676948,-0.151322,-1.04034,-0.711193,0.0894077,-0.0400557,-0.0459458,0.548294,0.338123,1.92133,-0.172693,-0.383141,-0.89396,0.905592,0.547242,-0.155463,-1.25982,-1.54317,-1.32699,-1.36213,-0.121237,0.513081,1.05869,-1.28117,-0.85875,1.04169,0.765246,0.337608,-1.44413,-0.73857,-0.209498,-0.427638,-0.20835,-0.0143694,-0.220232,-0.867669,-1.24863,-0.853034,2.61215,-0.112235,-1.37152,-1.9823,-1.54552,-0.823263,-0.404593,-0.110032,1.80946,-0.323129,5.28826,0.359956,-1.06727,0.951154,1.50793,0.563051,-0.855385,-1.14027,-0.724328,-0.987622,-0.342764,-0.628144,-0.452358,-0.230085,0.46445,-0.173679,-0.539994,0.0138523,0.761712,-0.098938,0.602243,0.127142,-0.363998,-1.42097,-1.10573,-0.333269,-0.184541,-3.38316,-1.06915,0.22417,1.15048,0.752229,-0.659666,-1.21436,-0.90173,-0.525703,-0.818186,-0.393561,-0.939231,-0.808456,0.349073,-0.677886
Positive,-0.711293,0.299638,1.31473,0.378315,-0.782001,-0.932185,-0.931346,-1.00146,-0.983707,-0.603559,-1.57613,-1.59001,-0.32773,-0.475044,0.717323,1.10137,-0.325411,-0.89654,-0.928889,-0.928209,-0.989581,-1.15295,-1.11871,-0.919907,-1.92498,-0.124047,-0.89396,0.852227,1.99951,-0.669062,-1.44651,-1.58246,-1.85939,-1.61299,-2.00371,-0.943957,-0.232358,-0.302468,-0.469674,1.36257,0.168598,0.290059,0.0752635,-0.275128,-0.342251,-0.684384,-0.0918183,-0.632027,0.140298,-0.0150674,-0.999337,-0.727211,-0.610132,0.304114,0.44699,-0.810655,-0.577169,-0.0717986,0.449502,0.705256,-0.203484,-0.269917,-0.224228,-0.824739,-0.240288,-0.618896,-0.051629,0.679239,-1.69399,-2.48267,0.373629,-1.39059,0.0577821,0.0410487,0.946198,3.98973,-2.30078,0.0577983,-0.539994,0.221903,1.16945,1.27351,-0.979251,-0.949553,-0.833794,-0.206921,-0.637779,-0.703856,-0.344632,0.124644,-0.791564,-0.603257,-0.596934,-0.140531,2.43682,0.542608,-0.0204476,-0.679882,-0.261805,-1.37535,-0.17557,-0.162022,-1.50979,-1.18337
Positive,-0.711293,1.3001,0.0258745,-1.11642,-1.16707,-0.732074,-0.57285,-0.45624,-0.202339,-0.401075,-0.344721,-0.0863531,-0.753782,1.74744,1.44684,0.366389,-0.949481,-1.244,-0.897963,-0.891897,-0.91816,-0.674915,-0.569299,-0.172654,0.688022,-0.753857,-0.89396,0.303853,-0.953368,0.428456,-0.206449,-0.329291,0.162142,0.0468969,0.492908,-1.03051,1.71165,1.23412,0.0114362,-0.749261,-0.344885,-0.622622,0.23759,0.0633595,0.757504,1.35784,0.0461083,0.0899993,1.14394,1.97665,0.118971,0.196126,-0.610132,0.73958,0.309465,-0.129579,-0.770334,-0.921679,-0.520323,0.637226,0.391694,-0.161016,-0.238739,-1.11491,-1.09185,-0.618896,1.07565,1.05889,-1.26326,0.266488,-0.950034,-0.855022,-0.941704,-0.683747,-0.554177,-0.372803,0.0827853,-0.859023,-0.539994,0.360369,1.20729,-0.292724,0.654305,-0.485891,-0.925041,-1.28636,-1.12252,-0.712131,-0.425556,-0.504519,0.495305,0.443618,0.597558,0.847491,-0.298248,-0.610943,-0.779365,-1.0548,-0.508959,-0.111059,-0.175757,0.330013,0.520599,1.1367
Positive,-0.711293,0.810287,0.426557,-0.795194,-0.771301,-0.504156,-0.505097,-0.699832,-0.513108,-1.09891,-0.230431,0.785772,-0.343437,-0.475044,1.1146,0.329155,-1.82831,-0.638796,-0.59354,-0.450989,0.142574,-0.617133,-0.0905222,0.915464,0.731251,-0.0116103,-0.89396,0.460461,-1.27604,-0.316133,0.0239118,0.178105,0.222136,0.244814,0.357927,1.86248,2.02325,0.944827,-0.101099,1.46704,0.750736,-0.679515,-0.487183,-0.822162,-0.557507,0.0815012,0.570351,0.365678,1.51907,2.04727,0.0237213,-0.289509,-0.610132,1.54904,0.520073,-1.13816,-0.465404,-0.979331,-0.556569,-1.26547,-0.566768,-0.474418,-0.257759,0.885152,0.0339777,-0.618896,1.46076,0.281302,-0.847769,-0.386226,-1.23023,-0.632477,-0.692772,-0.247484,-0.286577,-0.440469,0.620461,0.357431,-0.539994,1.67681,0.690473,-1.30267,-0.964425,-0.921479,-0.322296,-0.896719,-1.09619,-0.402357,-0.433707,0.605347,0.414213,-0.603257,1.15223,0.805771,-0.728865,-1.54456,-0.965207,-0.98738,-0.447455,0.198469,-0.461639,0.912465,0.0267121,0.0050113
Positive,-0.711293,-0.0700904,-0.831739,0.321502,0.509707,0.183861,-0.0237017,0.280352,0.0755593,1.67263,2.00589,-0.134639,1.95175,-0.475044,-0.901199,-0.208468,0.69803,0.662553,0.723984,0.424589,0.824815,-0.0213073,-0.121664,-0.29464,0.127313,1.35719,0.440125,-0.0304898,0.350389,-0.306441,0.15718,-0.156631,0.2584,-0.238819,-0.314559,0.510861,-0.680974,0.996932,-0.228029,-0.749261,0.355258,-0.387267,-0.25593,0.232922,0.184339,-0.118471,-0.537462,-0.776817,0.0985073,-0.130253,0.279061,0.288208,-0.610132,-0.812361,-1.20441,-1.36259,0.32971,1.47689,3.0202,2.0477,0.694635,0.106611,-0.150461,1.07212,2.36048,0.829958,-1.20634,-1.70261,-1.34032,0.132732,-0.306667,-0.38218,4.70604,4.79257,-0.334571,-0.402132,0.224015,2.34127,-0.539994,0.00558316,0.508454,0.511784,0.355059,-0.435379,-0.514908,-0.466938,-0.535829,-0.18505,-0.322469,0.0514288,-0.514978,-0.603257,1.72583,1.38847,-0.986697,-1.15589,-1.40382,-1.51166,-1.41323,-1.54064,-1.34619,-1.36207,0.110777,0.718113
Positive,-0.711293,-1.21544,-2.09168,-0.185669,1.92273,2.16734,2.49746,1.55548,0.616261,0.534149,-0.516156,1.26325,3.1602,-0.475044,-0.951169,-0.550116,-0.0341297,0.961345,1.43453,0.763386,1.00939,0.56674,-0.213065,-0.263273,0.94632,3.2898,0.310298,-1.67797,-0.59999,2.3322,1.29804,1.66156,0.391044,0.288529,-0.487514,-0.324189,0.480888,0.63435,0.769959,1.42227,0.0825608,1.94159,0.207904,-0.794607,-1.33279,-1.45614,-1.74921,-1.16756,-1.09287,-1.3232,0.800408,1.09045,-0.610132,-0.979418,-0.215438,1.34284,0.720764,0.652472,0.920296,0.103624,-0.144466,-0.445333,-0.406235,0.892303,0.604852,0.890556,-0.474359,0.991229,1.48955,0.435564,-0.597897,-0.69679,-0.477933,-0.551045,-0.403377,-0.262505,0.689425,1.47418,-0.539994,-1.27827,-1.56958,0.660668,1.88289,1.35276,1.87701,1.30032,0.428949,-0.313024,-0.483413,0.410584,-0.262469,-0.603257,-0.516654,0.109351,0.674967,0.86081,0.171417,-0.104994,-0.269576,-0.421583,-0.299452,-0.675384,0.0269422,0.137799
Positive,0.844987,0.0459423,0.302721,0.404979,-0.600559,-0.268148,-0.237262,0.0890823,0.739026,0.233915,-1.05694,0.812827,0.215143,1.79084,0.715012,1.43097,-0.234557,-1.03587,-1.27411,-1.17557,-1.12547,-1.05583,-0.586262,-1.08651,-2.68364,0.500059,0.408787,0.0465225,1.14229,-0.169139,-0.414614,-0.504165,-0.572143,-0.487829,-1.12755,-0.0428796,-0.666882,-0.0546705,0.767342,-0.749261,0.041603,1.08326,-0.0731144,-0.662867,-0.957446,-0.36368,-0.0899975,-0.414521,-0.847096,-0.332839,-0.209714,0.614908,0.372219,1.11424,1.80929,-0.266728,-1.15691,-1.20014,-1.27009,-1.30588,-1.02964,-0.499619,-0.337095,0.540623,1.32124,-0.618896,-0.436217,0.569417,-0.716657,0.412825,0.257209,0.635234,0.132545,-0.0154035,-0.388485,-0.130681,-0.290379,0.759045,-0.539994,-0.314912,0.0713533,0.0495928,1.06574,-0.0434101,-0.244743,0.245896,0.513384,-0.566322,-0.321883,0.638287,1.5112,-0.603257,-1.04877,-1.1284,-0.372211,0.496184,1.38672,1.8287,1.15943,1.49775,1.26412,0.286157,0.456077,0.951581
Positive,-0.711293,-0.830202,0.172893,1.45489,1.01304,0.121615,-0.318391,-0.532108,-0.27479,-0.702473,-0.072237,0.936769,-1.06399,-0.475044,0.280234,1.25708,0.164547,-0.328719,-1.05029,-0.79115,-1.24662,-1.66922,-1.0658,-1.48383,0.618901,-1.00643,-0.89396,-0.219541,-0.306301,0.613894,0.210907,-0.167007,0.179301,-0.221665,0.654125,0.438176,-0.252714,-0.185045,-1.3102,-0.749261,-0.540814,0.549771,0.804686,0.880197,-0.0674679,-0.341618,-1.24242,-0.551184,-1.20431,-0.528481,0.581546,-1.17374,-0.610132,-0.405928,-0.307884,0.128967,0.466993,0.112432,-0.140959,1.00575,0.688825,0.175191,-0.103635,0.793057,-1.35494,-0.618896,0.835162,1.16016,0.424875,-0.597125,-0.762276,-1.19116,-1.09854,-0.449706,-0.690175,-0.459428,0.538074,-1.48732,-0.539994,0.142792,0.044517,-0.642912,-0.434376,0.207589,0.235926,0.210826,0.725497,0.145691,-0.225509,0.530106,-1.6207,-0.603257,-0.994322,-1.09369,-0.625185,0.987016,0.728598,1.29674,1.64596,0.998749,2.67933,1.51775,0.767044,-1.65085
Positive,-0.711293,0.323379,1.10351,-0.607138,-0.69128,-0.497123,-0.670687,-0.555459,-0.674614,0.176118,1.89717,-0.916895,0.65592,-0.475044,-0.333243,0.80688,0.943351,-0.0138466,-0.323731,-0.689428,-0.72528,-0.899822,-0.592592,-0.43963,-1.11369,0.407991,0.355066,0.902469,0.906562,-0.436384,-1.26791,-1.2803,-1.71969,-0.853782,-0.728476,0.0353544,-0.63165,-0.0916741,1.45171,-0.749261,0.302476,0.59925,0.124518,0.0754256,-0.903896,-0.915627,-1.08067,-1.00737,-0.789385,-0.947546,0.538674,1.9955,-0.610132,0.246218,1.34253,0.455703,-0.61818,-0.693316,-0.979442,-1.38229,-0.766962,0.0562092,-0.0683397,0.0717008,2.18174,-0.618896,-1.31337,-1.26891,1.02994,0.897356,0.467688,1.81817,0.29079,0.432228,0.797282,0.570492,0.432528,0.892328,-0.539994,-0.727795,-0.65885,-1.17135,-0.374731,-1.53466,0.0281752,2.26363,-0.620143,2.48691,3.45062,0.163915,2.17117,-0.603257,-0.903684,-0.753573,-0.258531,0.720566,1.58629,1.59184,0.29325,0.52777,-0.146421,-0.763698,0.508159,0.954483
