@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,-0.610132,0.269461,1.12432,0.172118,-0.0158581,-0.550921,-1.16278,-0.808927,-0.669107,-0.363616,-0.236072,0.0952454,2.01947,-0.618896,-0.496484,1.56075,2.73539,-0.3209,-0.696812,-1.45583,-0.772025,-0.717919,-0.387858,-0.424338,0.178772,1.27173,-0.539994,-0.591823,-0.565546,-0.280061,-0.025124,1.19886,1.25307,0.838994,0.587672,0.156616,-0.324441,-0.0429337,1.06158,-0.603257,-0.78131,-0.419244,0.812657,0.60168,-0.00233228,0.690404,0.777797,0.509847,0.569779,-0.276469,-0.384741,0.952578
Positive,-0.610132,0.24506,-0.198213,-0.315164,0.292594,0.0824329,0.40864,-0.558086,0.00588336,-0.158289,-0.255406,0.650126,1.00592,-0.618896,0.146609,0.606898,-0.275198,0.192788,-0.661622,-0.336545,0.3253,-0.317527,-0.4947,-0.297385,0.520725,1.04606,-0.539994,1.13829,0.216689,-1.29914,-1.38792,-0.148358,0.100293,0.286984,-0.0591775,0.00148872,-0.40137,0.413224,1.28327,-0.603257,-0.115966,1.50785,0.298974,-0.133965,-0.277418,-0.79556,-0.689112,-1.15728,-0.920732,-1.52999,0.555332,1.63393
Positive,-0.610132,-0.0353484,-0.0855788,-0.246769,0.2614,0.435589,0.123625,-0.278979,-0.156901,-0.173492,-0.0392013,-0.0867963,-0.652803,-0.618896,0.865641,0.397459,-1.30357,-0.913558,0.0274265,-0.245938,-0.290242,-0.170385,-0.186641,0.191624,0.432716,-0.369059,-0.539994,1.17143,0.228785,-0.100098,-0.79001,-0.683259,-0.74461,-0.726096,-0.0990394,-0.553629,-0.192745,0.547772,-0.779588,0.216975,1.71998,0.390107,-1.04099,-1.21617,-0.922362,-1.05543,-1.01218,-0.683886,-0.844123,-0.265355,0.692113,-0.433897
Positive,1.507,2.54066,0.761406,-1.60225,-1.50874,-1.66416,-1.50291,-1.19723,-0.435684,-0.275949,-0.188344,0.048324,-0.379934,-0.618896,0.922374,0.104444,-0.753206,-1.0451,-0.34935,-0.166656,-0.0345753,0.0175923,-0.0137731,-0.133666,0.763438,-0.320088,-0.539994,2.54056,-0.116987,-1.02942,-1.77768,-1.18752,-0.570097,-1.03709,-0.647563,-0.592431,-0.0859823,0.869633,-0.247374,-0.603257,1.34883,-1.62734,-2.12595,-0.679791,-0.236202,0.483263,1.38156,1.26944,1.43733,0.981554,0.856882,-1.19035
Positive,3.11179,-0.404433,-0.435972,0.93888,-0.0818069,0.687982,0.209557,0.708051,0.00629109,-0.0270782,-0.25368,-0.166004,-0.423783,0.152357,0.7424,0.540768,-0.198192,0.0900168,-0.415353,-0.648042,-0.645523,-0.708379,-0.538388,-0.429523,0.384658,-0.122436,-0.539994,0.986185,0.985581,-0.0419272,-1.31442,-1.32346,-1.53446,-1.08161,-1.152,0.175094,0.947976,0.378562,-0.193853,0.360875,0.501896,-0.160401,-1.17462,0.234506,0.00882319,-0.0243183,0.15451,-0.0451988,-0.125307,-0.880549,0.639634,-1.22364
Positive,0.486544,1.91313,0.785472,-1.50302,-1.31313,-0.928669,-1.10603,-0.733374,-0.538635,-0.194232,-0.264936,-2.2671,-0.183871,-0.618896,0.746875,0.183277,-0.00693953,0.206517,-0.977251,-0.976892,-0.383644,-0.415207,-0.1748,-0.139532,-1.61451,-0.563681,-0.539994,0.870544,0.518028,-1.08765,-0.369578,-0.38361,-0.588677,-0.211133,-0.319488,-0.3119,-0.185766,0.716116,-0.0759576,1.82146,1.61897,0.312734,-0.630327,-1.66284,-1.49509,-0.767501,-0.662577,-0.132538,0.319959,0.11073,0.643761,-0.0115872
Positive,0.575464,1.10113,1.05255,-1.03144,-0.714203,-0.701684,-0.473284,-1.28084,-0.989376,-0.118215,-0.22666,-0.162103,-1.15888,0.984208,1.92317,0.727362,-0.584654,-1.42988,-1.46907,-1.14592,-0.917322,-0.553463,-0.447783,-0.278635,-0.0304491,-0.617701,-0.539994,-0.601434,-0.753795,0.859146,0.905086,-0.181512,0.523226,0.671895,0.902943,0.166819,-0.208301,-3.42625,-1.66661,-0.603257,-0.952835,-0.848615,-0.697167,-0.478622,1.41688,1.24303,2.03176,2.17641,1.76899,2.30326,-2.92125,-1.13385
Positive,-0.610132,-0.711453,-1.52004,0.0666264,0.721634,1.18966,1.87702,1.88015,0.417585,-0.166304,-0.217993,0.924679,0.0968185,0.851993,-0.0882729,0.300152,0.146626,-0.196409,-0.166567,0.242403,0.218011,-0.362218,0.00398923,-0.16111,0.23292,0.111061,1.29497,0.173247,0.969382,-1.31882,-1.02354,-0.337374,0.213561,0.689602,1.08003,-0.193485,-0.211711,0.283942,-0.481792,-0.603257,1.19232,2.0764,-0.394476,-1.3686,-1.40684,-1.76212,-1.59064,-1.31276,-1.19559,-0.41675,0.558504,-0.164511
Positive,-0.610132,-0.3502,1.03258,0.802962,-0.461303,0.288398,0.191977,-0.895335,-1.15593,-0.256697,-0.28427,-1.4857,0.241492,-0.618896,-0.339192,0.227873,1.50063,-0.583864,-0.16261,0.618676,-0.41168,-0.225465,0.158019,-0.166819,-0.990452,0.0724392,3.29921,0.577137,0.915892,-0.940478,-0.591096,-0.499424,-0.50548,-0.131795,-0.21029,-0.162878,-0.230624,0.469854,-0.603805,-0.603257,1.389,0.639455,-1.03604,-1.75435,-1.29109,-0.394705,-0.487731,0.267459,0.147496,-0.178843,0.635742,0.390496
Positive,-0.610132,1.36408,1.21041,-0.797931,-1.71445,-1.06856,-0.921272,-0.435245,-0.500411,-0.130857,-0.0894778,-1.82004,-0.126057,2.59833,0.155597,0.150664,-0.303735,-0.921718,0.0587196,0.424611,-0.0356195,0.414783,0.433962,-0.181588,-4.23039,-1.29598,-0.539994,0.45766,0.528786,0.56602,0.0826454,-0.541031,-0.774063,-0.625613,-0.708322,-0.932571,-0.264134,-0.619423,-0.579228,0.472398,-0.666783,0.238317,0.667231,-0.526482,0.354297,0.0913594,0.678954,0.387373,0.782603,0.910662,-0.758374,-0.879155
Positive,0.583932,1.08826,0.0624519,-0.86807,0.0449955,-0.141287,-0.889777,-0.739392,-0.551886,-0.21431,-0.285289,1.34926,0.537263,-0.618896,2.19003,-0.0625824,-0.855237,-1.20623,-1.05758,-1.10658,-0.689274,-0.553332,-0.409746,-0.296181,0.721614,1.37043,1.32205,1.58342,1.0918,-0.967016,-1.60842,-1.42162,-1.00686,-0.49539,-0.46903,-0.0196395,-0.286562,0.322806,0.14873,0.486788,1.57953,-0.029455,-1.58368,-1.15603,-1.04734,-0.420985,-0.401397,0.332181,0.322201,0.570924,0.713128,1.43929
Positive,2.61215,-0.112235,-1.37152,-1.9823,-1.54552,-0.823263,-0.404593,-0.110032,1.80946,-0.323129,5.28826,0.359956,-1.06727,0.951154,1.50793,0.563051,-0.855385,-1.14027,-0.724328,-0.987622,-0.342764,-0.628144,-0.452358,-0.230085,0.46445,-0.173679,-0.539994,0.0138523,0.761712,-0.098938,0.602243,0.127142,-0.363998,-1.42097,-1.10573,-0.333269,-0.184541,-3.38316,-1.06915,0.22417,1.15048,0.752229,-0.659666,-1.21436,-0.90173,-0.525703,-0.818186,-0.393561,-0.939231,-0.808456,0.349073,-0.677886
Positive,-0.610132,0.304114,0.44699,-0.810655,-0.577169,-0.0717986,0.449502,0.705256,-0.203484,-0.269917,-0.224228,-0.824739,-0.240288,-0.618896,-0.051629,0.679239,-1.69399,-2.48267,0.373629,-1.39059,0.0577821,0.0410487,0.946198,3.98973,-2.30078,0.0577983,-0.539994,0.221903,1.16945,1.27351,-0.979251,-0.949553,-0.833794,-0.206921,-0.637779,-0.703856,-0.344632,0.124644,-0.791564,-0.603257,-0.596934,-0.140531,2.43682,0.542608,-0.0204476,-0.679882,-0.261805,-1.37535,-0.17557,-0.162022,-1.50979,-1.18337
Positive,-0.610132,0.73958,0.309465,-0.129579,-0.770334,-0.921679,-0.520323,0.637226,0.391694,-0.161016,-0.238739,-1.11491,-1.09185,-0.618896,1.07565,1.05889,-1.26326,0.266488,-0.950034,-0.855022,-0.941704,-0.683747,-0.554177,-0.372803,0.0827853,-0.859023,-0.539994,0.360369,1.20729,-0.292724,0.654305,-0.485891,-0.925041,-1.28636,-1.12252,-0.712131,-0.425556,-0.504519,0.495305,0.443618,0.597558,0.847491,-0.298248,-0.610943,-0.779365,-1.0548,-0.508959,-0.111059,-0.175757,0.330013,0.520599,1.1367
Positive,-0.610132,1.54904,0.520073,-1.13816,-0.465404,-0.979331,-0.556569,-1.26547,-0.566768,-0.474418,-0.257759,0.885152,0.0339777,-0.618896,1.46076,0.281302,-0.847769,-0.386226,-1.23023,-0.632477,-0.692772,-0.247484,-0.286577,-0.440469,0.620461,0.357431,-0.539994,1.67681,0.690473,-1.30267,-0.964425,-0.921479,-0.322296,-0.896719,-1.09619,-0.402357,-0.433707,0.605347,0.414213,-0.603257,1.15223,0.805771,-0.728865,-1.54456,-0.965207,-0.98738,-0.447455,0.198469,-0.461639,0.912465,0.0267121,0.0050113
Positive,-0.610132,-0.812361,-1.20441,-1.36259,0.32971,1.47689,3.0202,2.0477,0.694635,0.106611,-0.150461,1.07212,2.36048,0.829958,-1.20634,-1.70261,-1.34032,0.132732,-0.306667,-0.38218,4.70604,4.79257,-0.334571,-0.402132,0.224015,2.34127,-0.539994,0.00558316,0.508454,0.511784,0.355059,-0.435379,-0.514908,-0.466938,-0.535829,-0.18505,-0.322469,0.0514288,-0.514978,-0.603257,1.72583,1.38847,-0.986697,-1.15589,-1.40382,-1.51166,-1.41323,-1.54064,-1.34619,-1.36207,0.110777,0.718113
Positive,-0.610132,-0.979418,-0.215438,1.34284,0.720764,0.652472,0.920296,0.103624,-0.144466,-0.445333,-0.406235,0.892303,0.604852,0.890556,-0.474359,0.991229,1.48955,0.435564,-0.597897,-0.69679,-0.477933,-0.551045,-0.403377,-0.262505,0.689425,1.47418,-0.539994,-1.27827,-1.56958,0.660668,1.88289,1.35276,1.87701,1.30032,0.428949,-0.313024,-0.483413,0.410584,-0.262469,-0.603257,-0.516654,0.109351,0.674967,0.86081,0.171417,-0.104994,-0.269576,-0.421583,-0.299452,-0.675384,0.0269422,0.137799
Positive,0.372219,1.11424,1.80929,-0.266728,-1.15691,-1.20014,-1.27009,-1.30588,-1.02964,-0.499619,-0.337095,0.540623,1.32124,-0.618896,-0.436217,0.569417,-0.716657,0.412825,0.257209,0.635234,0.132545,-0.0154035,-0.388485,-0.130681,-0.290379,0.759045,-0.539994,-0.314912,0.0713533,0.0495928,1.06574,-0.0434101,-0.244743,0.245896,0.513384,-0.566322,-0.321883,0.638287,1.5112,-0.603257,-1.04877,-1.1284,-0.372211,0.496184,1.38672,1.8287,1.15943,1.49775,1.26412,0.286157,0.456077,0.951581
Positive,-0.610132,-0.405928,-0.307884,0.128967,0.466993,0.112432,-0.140959,1.00575,0.688825,0.175191,-0.103635,0.793057,-1.35494,-0.618896,0.835162,1.16016,0.424875,-0.597125,-0.762276,-1.19116,-1.09854,-0.449706,-0.690175,-0.459428,0.538074,-1.48732,-0.539994,0.142792,0.044517,-0.642912,-0.434376,0.207589,0.235926,0.210826,0.725497,0.145691,-0.225509,0.530106,-1.6207,-0.603257,-0.994322,-1.09369,-0.625185,0.987016,0.728598,1.29674,1.64596,0.998749,2.67933,1.51775,0.767044,-1.65085
Positive,-0.610132,0.246218,1.34253,0.455703,-0.61818,-0.693316,-0.979442,-1.38229,-0.766962,0.0562092,-0.0683397,0.0717008,2.18174,-0.618896,-1.31337,-1.26891,1.02994,0.897356,0.467688,1.81817,0.29079,0.432228,0.797282,0.570492,0.432528,0.892328,-0.539994,-0.727795,-0.65885,-1.17135,-0.374731,-1.53466,0.0281752,2.26363,-0.620143,2.48691,3.45062,0.163915,2.17117,-0.603257,-0.903684,-0.753573,-0.258531,0.720566,1.58629,1.59184,0.29325,0.52777,-0.146421,-0.763698,0.508159,0.954483
Positive,-0.610132,-0.870257,-0.940168,1.36962,0.934435,1.3546,0.593333,0.548561,-0.781538,-0.319328,-0.229523,-0.147435,-0.562033,2.43306,-1.31012,-1.46165,0.726517,1.69258,1.40798,1.56535,1.08259,0.129647,-0.169507,-0.411349,0.246267,-0.845644,-0.539994,-1.36467,-1.08601,1.2617,2.47613,1.42344,0.841699,0.744528,-0.780798,-0.684817,-0.548728,0.534797,-0.496763,0.587518,-0.699288,-0.861128,1.7813,1.3244,0.591178,0.253974,-0.361026,-0.824425,-0.959971,-0.792535,0.130526,-0.239885
Positive,1.71448,-0.777833,-0.269464,0.701473,0.926978,-0.0998592,0.156545,0.905156,0.536641,0.153543,-0.257955,0.326032,0.678026,0.791395,-0.390969,0.344374,1.07213,0.0890392,0.266321,0.213723,-0.506856,-0.314652,-0.158652,-0.31273,-0.0192859,1.08973,1.21372,-0.523048,-0.140025,1.49509,1.00868,0.126438,-0.31569,-0.929554,0.194489,-0.0394823,-0.513833,0.736289,2.55467,-0.603257,0.0648716,0.895468,0.447277,-0.0835103,0.121217,-0.486283,-1.01909,-1.456,-1.52762,-1.3065,0.545571,2.39202
Negative,-0.533202,-1.17756,-1.14822,-0.0124738,0.793016,1.26822,1.70449,0.915173,1.45237,0.0468419,0.0277507,-0.719652,-0.104225,0.282571,0.588419,1.92606,-0.637867,-0.325586,-1.11313,-1.25677,-1.0807,-0.533526,-0.526473,-0.280542,-0.673485,1.08044,-0.309213,1.02935,0.758776,-0.291452,-0.793264,-0.350051,-0.247116,0.565703,0.87133,-0.133812,-0.241302,-1.06857,-0.567626,3.38703,0.514943,0.921411,0.261832,-0.0376243,-0.520195,-1.04912,-0.422678,-0.644423,-0.271927,-0.268634,-1.25697,-1.34748
Negative,-0.533202,-0.485911,-0.716064,0.0210621,0.380647,0.541287,0.8269,1.18375,0.518058,-0.0361576,-0.148236,-0.691721,-1.23639,0.284324,-0.409453,-0.497606,0.388131,0.109806,0.479184,0.948951,0.641787,-0.0379586,-0.422479,-0.332314,-0.701476,-0.733476,-0.309213,-1.04691,-0.899886,-0.0296923,0.948085,1.60337,1.3931,0.906506,0.802733,-0.301835,-0.261617,-1.16898,1.63805,-0.433481,-0.210296,-0.303827,-0.241726,0.61069,1.01233,0.594232,0.390319,0.340647,0.052664,-0.470667,-1.32438,0.746246
Negative,-0.533202,0.0251667,0.142525,-1.02264,-0.595963,0.188208,2.30745,0.202075,-0.770425,-0.339785,-0.220676,-0.703052,0.718235,-0.215497,-1.31782,-2.81308,-4.07732,-1.49899,-0.42523,-0.366299,4.2704,7.04614,3.56613,5.19442,-0.641202,0.179209,-0.309213,-0.664212,0.0657903,1.26823,1.0659,-0.053336,-0.548562,-0.494097,-0.720697,-0.374115,-0.287413,-0.947134,-0.33803,-0.433481,0.472878,0.494913,0.515514,0.486618,-0.393894,-0.807317,-0.899188,-0.867102,-0.291159,-0.631165,-1.45015,0.393073
Negative,-0.533202,-2.35726,-3.68337,-4.36605,-1.59739,-0.587797,0.533159,5.52097,5.42161,7.33003,7.3937,-0.221695,0.320752,-0.215497,0.388814,-0.238605,-1.57521,-1.83447,-0.780083,-1.09653,0.0309511,1.35329,4.66429,3.14019,-0.471462,-1.79555,-0.309213,1.28459,1.40967,0.561972,0.248452,-1.07935,-1.3631,-1.78142,-1.89671,-0.550917,-0.316981,-0.991597,1.10364,-0.433481,-0.0926784,-0.126188,0.767963,0.25279,0.146699,-0.00809869,0.0974661,0.172695,-0.302215,-0.442208,-0.226532,0.116978
Negative,-0.533202,-0.186447,-0.168896,0.0288096,0.156707,0.418589,-0.299297,-0.259723,-0.192174,0.450853,0.272358,-0.531254,0.597691,-0.215497,1.07213,0.357544,-0.93663,-0.712716,-0.326727,-0.519147,-0.0617362,-0.158339,-0.0747074,-0.292836,-0.0550144,-1.8749,-0.309213,2.17023,0.326137,-0.806265,-0.385643,-0.317489,-0.487314,0.285312,0.325594,-0.0255893,-0.210802,-0.862261,0.222193,-0.433481,-0.0399375,0.550439,0.460862,-0.222324,-0.0894257,0.191844,-0.13664,-0.547164,-0.216128,-0.591938,0.724604,-0.624664
Negative,-0.533202,1.51631,0.803587,0.158747,-1.20402,-1.89371,-0.696533,-0.917672,-0.540181,-0.158574,-0.0655711,-0.658858,0.541697,-0.215497,0.402318,0.616124,-0.0495785,-0.816706,-0.329709,-0.118069,-0.620787,-0.180483,0.228717,-0.161243,-0.677952,1.19884,-0.309213,-0.571753,-0.150981,0.454691,0.227047,0.257661,0.271147,1.14347,0.682752,-0.0851138,-0.224507,-1.01432,-0.985883,-0.433481,0.00312574,0.081248,0.0483687,0.463932,0.150556,0.110925,-0.206487,-0.133598,0.180028,1.32481,-1.35807,0.204282
Negative,2.08331,0.0521289,0.0370685,1.16543,-0.637648,-0.425867,-0.0651107,0.487006,-0.171414,-0.225276,-0.182177,-0.464414,-0.0390271,-0.215497,-0.957007,-0.333662,0.731584,0.324306,1.17242,1.30659,-0.0646632,-0.293187,-0.25391,-0.322098,-0.629752,-0.200946,-0.309213,0.447312,0.789967,0.427954,-0.472366,-0.275456,0.0381923,-0.888485,0.0365254,-0.197116,-0.285294,0.995234,1.19879,-0.433481,0.999341,0.0108486,0.0393983,-0.0254727,-0.0337018,-0.241039,0.188141,-0.337986,0.0626726,-0.431183,0.523686,0.733367
