@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,-0.711293,0.438814,1.00978,-0.0971852,-0.986651,-0.635353,-0.699694,-0.700317,-0.808951,-0.0298561,0.292933,0.328766,1.02111,1.9992,0.527966,1.28266,-0.68605,-0.989884,-0.874054,-0.550663,-0.707217,-0.534904,-0.809826,-0.100159,0.764405,1.08832,1.4295,-0.698146,0.478545,0.164334,0.185361,0.670768,0.664362,0.73601,1.12121,0.344406,-0.38816,-1.00477,0.49211,-0.749261,0.0285286,0.645328,1.27179,-0.57939,-0.774631,-1.21255,-0.530786,-1.03282,-1.01459,-0.918605,-0.558036,0.995216
Positive,1.1116,0.0821027,0.60571,0.362072,-0.609781,-0.322777,-0.330487,-0.161002,-0.811803,0.229648,-0.415804,1.13902,0.449766,2.37251,1.12333,0.662663,-1.27504,-1.12406,-0.541442,-0.657503,-0.899889,-0.716919,-0.375357,-0.194263,1.05845,0.777078,0.368496,1.7333,-0.510974,-1.72849,-0.995251,-1.03612,-0.774272,-0.125935,-0.575199,-0.723126,-0.536133,0.955413,2.07328,1.46704,0.666881,0.558441,-1.05275,-1.40052,-0.225376,-0.523172,-0.131421,0.478388,-0.23582,-0.75422,1.30613,1.89017
Positive,0.962793,-0.820527,-0.046775,0.846992,0.924433,0.465351,0.339356,-0.139589,-0.649961,0.591558,-0.033908,0.729601,-0.564316,-0.475044,-1.37985,-0.994978,1.31152,1.5511,1.00735,1.20015,0.774467,0.540516,0.178869,-0.76725,0.371403,-0.77993,-0.89396,-0.220667,-0.797457,-0.182744,0.261731,1.05379,0.837529,0.952372,0.736977,1.68659,1.33271,0.767115,-0.99702,-0.749261,0.101697,-1.40926,-0.607867,0.780768,1.03303,0.874204,1.41551,0.105184,0.69718,1.11826,0.430831,-1.00787
Positive,-0.711293,2.17126,-0.0421434,-2.39028,-1.26385,-1.1628,-0.93191,-1.22907,-0.970458,-0.435211,-0.0164858,0.477853,-0.643833,-0.475044,1.04016,0.0722423,-1.50492,-0.691551,-0.430267,-0.334986,-0.414265,0.717641,0.42446,0.950317,-0.11675,-0.764449,1.55037,2.0015,-1.70448,-1.97639,-1.09904,-0.716738,-0.0210032,0.866233,0.220185,0.270056,1.73435,1.55647,-0.590933,-0.749261,1.28442,-2.59244,-1.27736,-0.494232,0.497727,1.28285,1.47939,1.76054,2.76384,1.38162,1.34897,-1.37746
Positive,0.851188,-0.860445,-0.593879,0.0829354,0.653294,0.753874,1.16613,1.34929,1.35151,1.47209,1.48949,0.933928,-0.599657,-0.475044,0.24425,0.101752,-0.439701,0.14195,-0.114862,-0.318901,-0.0784384,-0.278661,-0.335354,-0.585316,1.21602,-0.0759764,0.332682,0.12092,0.00778333,-0.536247,-0.210112,0.117716,0.112979,0.864573,1.01281,1.27378,-0.633999,0.362854,-0.535974,-0.749261,-0.0280215,-0.997744,-0.403643,0.72299,0.641438,1.23094,0.749549,1.01371,-0.746599,-0.166139,0.421044,-1.13653
Positive,0.882189,1.20967,0.40137,-1.29035,-1.10248,-0.851281,-0.538614,-0.733067,-0.501368,-0.315738,0.350078,-0.520508,-0.580023,-0.475044,0.894482,-0.0158005,-0.370724,-0.572746,-0.807802,-0.500996,-0.318967,0.269605,-0.552588,-0.0715798,-0.289599,-0.746525,-0.89396,1.01874,-1.19216,-1.22365,-0.584683,0.134179,0.0830429,1.13369,1.17748,0.265617,1.20823,0.736183,-0.287349,-0.749261,1.6239,-0.759968,-1.43825,-1.2798,-0.747732,-0.712922,0.187373,0.247836,0.539634,1.78448,1.15982,-0.410287
Positive,1.71923,0.405642,0.504197,-0.20017,-0.339426,-0.697781,-0.505917,-0.366806,-0.299947,-0.753288,-1.01095,-0.375086,-1.18572,-0.475044,1.1813,0.0104713,-1.05826,-1.01598,-0.745989,-0.273377,-0.339729,0.732753,-0.182429,0.0685302,-0.914349,-1.06265,3.05905,-0.716515,-0.382358,0.255653,0.602584,0.813613,1.73926,1.06544,0.344464,0.831565,-0.347448,-1.80364,-1.43451,-0.749261,-1.53193,-1.01484,-0.161303,1.24154,2.37388,2.03416,2.67172,2.8485,2.27197,0.645945,-2.38172,-1.48877
Positive,2.68648,-0.413065,0.270419,0.923869,0.253578,-0.0915791,-0.0535294,-0.456821,-0.534408,0.628021,-0.966347,-0.17737,-0.156916,-0.475044,0.443043,0.251242,-0.280326,-0.637138,-0.547944,-0.0688615,0.0601483,-0.581575,0.415092,-0.150348,-0.486256,-0.193302,-0.89396,1.02094,-0.384812,-0.910067,-0.739701,-0.364985,-0.00737373,-0.0492026,-1.60913,-0.661538,-0.630084,0.398037,-0.505877,-0.0328808,1.31363,-0.332917,-0.865792,-0.681024,-0.530857,-0.760891,-0.78312,-1.32048,-0.445107,-1.24737,0.442317,-0.527596
Positive,-0.711293,0.936811,0.823778,-0.931666,-1.10432,-0.91349,-0.63517,-0.565149,-0.50489,-0.669114,-0.969831,-2.24108,-0.0646379,-0.475044,-0.726758,-0.496948,0.333244,0.380581,0.674106,0.575101,1.21618,1.23502,0.731322,2.10187,-0.299876,-0.792151,0.234192,0.707744,0.413528,-0.791969,-0.78329,-0.175446,-0.345797,-0.920185,-1.01604,-0.619369,-1.14838,-0.00421752,-0.691255,-0.749261,1.52325,-0.611685,-1.08023,-0.911729,-0.986151,-0.411952,-0.398625,0.0500056,-0.459701,-0.613567,0.922331,0.00439515
Positive,-0.711293,1.2232,0.372649,-1.32584,-1.27289,-0.675878,-0.876354,-0.201116,0.168975,-0.352588,-0.104991,-2.18957,-0.457312,-0.475044,-0.380757,-0.442832,-0.493803,0.17538,0.383204,0.589772,1.56737,1.99641,1.89953,0.0336769,-2.46262,-1.43907,0.220762,-0.217988,0.701505,-0.00103874,0.050485,-0.410917,-0.368432,-0.00585635,0.138713,1.11898,0.693844,-2.30871,-0.904985,-0.749261,-1.2927,-0.313861,0.539098,0.88797,1.23378,1.34469,0.894152,1.53191,1.81028,1.26181,-1.96392,-1.26866
Positive,-0.711293,0.533509,-0.12069,-0.832353,-0.240808,-0.347668,-0.0878159,0.0847221,0.399075,-0.588431,0.968916,0.338687,-0.191275,-0.475044,1.81023,-0.140453,-1.6111,-1.17841,-0.79551,-0.63786,-0.792757,-0.81226,0.0107525,1.24378,0.382527,0.570129,0.435648,1.99437,-0.320791,-1.89756,-1.71036,-1.20809,-0.673634,-0.414971,-0.649076,0.98193,-0.814855,0.103833,-0.0356716,-0.749261,1.49036,-1.90151,-1.77588,-0.677137,0.395485,0.898695,0.263999,1.66644,0.981424,0.559122,0.986948,0.90282
Positive,-0.711293,2.34753,0.22248,-2.55238,-1.6664,-1.38897,-1.10678,-0.559238,-1.10832,-1.23079,-1.56846,0.654861,-0.150045,-0.475044,0.676948,-0.151322,-1.04034,-0.711193,0.0894077,-0.0400557,-0.0459458,0.548294,0.338123,1.92133,-0.172693,-0.383141,-0.89396,0.905592,0.547242,-0.155463,-1.25982,-1.54317,-1.32699,-1.36213,-0.121237,0.513081,1.05869,-1.28117,-0.85875,1.04169,0.765246,0.337608,-1.44413,-0.73857,-0.209498,-0.427638,-0.20835,-0.0143694,-0.220232,-0.867669,-1.24863,-0.853034
Positive,-0.711293,0.299638,1.31473,0.378315,-0.782001,-0.932185,-0.931346,-1.00146,-0.983707,-0.603559,-1.57613,-1.59001,-0.32773,-0.475044,0.717323,1.10137,-0.325411,-0.89654,-0.928889,-0.928209,-0.989581,-1.15295,-1.11871,-0.919907,-1.92498,-0.124047,-0.89396,0.852227,1.99951,-0.669062,-1.44651,-1.58246,-1.85939,-1.61299,-2.00371,-0.943957,-0.232358,-0.302468,-0.469674,1.36257,0.168598,0.290059,0.0752635,-0.275128,-0.342251,-0.684384,-0.0918183,-0.632027,0.140298,-0.0150674,-0.999337,-0.727211
Positive,-0.711293,1.3001,0.0258745,-1.11642,-1.16707,-0.732074,-0.57285,-0.45624,-0.202339,-0.401075,-0.344721,-0.0863531,-0.753782,1.74744,1.44684,0.366389,-0.949481,-1.244,-0.897963,-0.891897,-0.91816,-0.674915,-0.569299,-0.172654,0.688022,-0.753857,-0.89396,0.303853,-0.953368,0.428456,-0.206449,-0.329291,0.162142,0.0468969,0.492908,-1.03051,1.71165,1.23412,0.0114362,-0.749261,-0.344885,-0.622622,0.23759,0.0633595,0.757504,1.35784,0.0461083,0.0899993,1.14394,1.97665,0.118971,0.196126
Positive,-0.711293,0.810287,0.426557,-0.795194,-0.771301,-0.504156,-0.505097,-0.699832,-0.513108,-1.09891,-0.230431,0.785772,-0.343437,-0.475044,1.1146,0.329155,-1.82831,-0.638796,-0.59354,-0.450989,0.142574,-0.617133,-0.0905222,0.915464,0.731251,-0.0116103,-0.89396,0.460461,-1.27604,-0.316133,0.0239118,0.178105,0.222136,0.244814,0.357927,1.86248,2.02325,0.944827,-0.101099,1.46704,0.750736,-0.679515,-0.487183,-0.822162,-0.557507,0.0815012,0.570351,0.365678,1.51907,2.04727,0.0237213,-0.289509
Positive,-0.711293,-0.0700904,-0.831739,0.321502,0.509707,0.183861,-0.0237017,0.280352,0.0755593,1.67263,2.00589,-0.134639,1.95175,-0.475044,-0.901199,-0.208468,0.69803,0.662553,0.723984,0.424589,0.824815,-0.0213073,-0.121664,-0.29464,0.127313,1.35719,0.440125,-0.0304898,0.350389,-0.306441,0.15718,-0.156631,0.2584,-0.238819,-0.314559,0.510861,-0.680974,0.996932,-0.228029,-0.749261,0.355258,-0.387267,-0.25593,0.232922,0.184339,-0.118471,-0.537462,-0.776817,0.0985073,-0.130253,0.279061,0.288208
Positive,-0.711293,-1.21544,-2.09168,-0.185669,1.92273,2.16734,2.49746,1.55548,0.616261,0.534149,-0.516156,1.26325,3.1602,-0.475044,-0.951169,-0.550116,-0.0341297,0.961345,1.43453,0.763386,1.00939,0.56674,-0.213065,-0.263273,0.94632,3.2898,0.310298,-1.67797,-0.59999,2.3322,1.29804,1.66156,0.391044,0.288529,-0.487514,-0.324189,0.480888,0.63435,0.769959,1.42227,0.0825608,1.94159,0.207904,-0.794607,-1.33279,-1.45614,-1.74921,-1.16756,-1.09287,-1.3232,0.800408,1.09045
Positive,0.844987,0.0459423,0.302721,0.404979,-0.600559,-0.268148,-0.237262,0.0890823,0.739026,0.233915,-1.05694,0.812827,0.215143,1.79084,0.715012,1.43097,-0.234557,-1.03587,-1.27411,-1.17557,-1.12547,-1.05583,-0.586262,-1.08651,-2.68364,0.500059,0.408787,0.0465225,1.14229,-0.169139,-0.414614,-0.504165,-0.572143,-0.487829,-1.12755,-0.0428796,-0.666882,-0.0546705,0.767342,-0.749261,0.041603,1.08326,-0.0731144,-0.662867,-0.957446,-0.36368,-0.0899975,-0.414521,-0.847096,-0.332839,-0.209714,0.614908
Positive,-0.711293,-0.830202,0.172893,1.45489,1.01304,0.121615,-0.318391,-0.532108,-0.27479,-0.702473,-0.072237,0.936769,-1.06399,-0.475044,0.280234,1.25708,0.164547,-0.328719,-1.05029,-0.79115,-1.24662,-1.66922,-1.0658,-1.48383,0.618901,-1.00643,-0.89396,-0.219541,-0.306301,0.613894,0.210907,-0.167007,0.179301,-0.221665,0.654125,0.438176,-0.252714,-0.185045,-1.3102,-0.749261,-0.540814,0.549771,0.804686,0.880197,-0.0674679,-0.341618,-1.24242,-0.551184,-1.20431,-0.528481,0.581546,-1.17374
Positive,-0.711293,0.323379,1.10351,-0.607138,-0.69128,-0.497123,-0.670687,-0.555459,-0.674614,0.176118,1.89717,-0.916895,0.65592,-0.475044,-0.333243,0.80688,0.943351,-0.0138466,-0.323731,-0.689428,-0.72528,-0.899822,-0.592592,-0.43963,-1.11369,0.407991,0.355066,0.902469,0.906562,-0.436384,-1.26791,-1.2803,-1.71969,-0.853782,-0.728476,0.0353544,-0.63165,-0.0916741,1.45171,-0.749261,0.302476,0.59925,0.124518,0.0754256,-0.903896,-0.915627,-1.08067,-1.00737,-0.789385,-0.947546,0.538674,1.9955
Positive,-0.711293,-1.20429,-1.1968,1.28856,1.30793,1.17939,1.10468,0.922084,0.628672,1.01825,0.702704,-1.43314,-0.766543,-0.475044,-0.758541,0.0446523,2.07773,1.06291,-0.15907,-0.511719,-0.993007,-0.862042,-1.02782,-1.70132,0.230148,-0.392918,-0.89396,-1.40696,-1.55275,1.26842,2.43109,1.66951,1.06801,1.20581,1.13294,-0.831322,-1.19692,0.74905,-0.0644597,1.16109,-1.54387,-0.311839,1.22831,1.47845,1.49399,1.12468,0.868964,0.752998,-0.496848,0.240192,0.0837556,0.537332
Positive,2.12845,-0.974672,0.438041,1.61676,0.738982,0.398732,-0.14127,-0.630262,-0.739183,-0.96896,-1.17681,0.887422,2.33264,-0.475044,-2.19531,-3.17049,2.03124,2.23462,2.14614,3.62797,1.6364,2.16354,4.23138,0.42473,0.80829,1.62036,-0.89396,-0.653657,1.23629,0.883257,0.421126,-0.0411784,-1.1363,-1.544,-0.955285,-1.34955,-1.05052,0.924182,3.32469,1.56405,-1.26311,-0.471397,1.62332,1.31307,0.750966,0.718457,1.40337,0.361615,-0.232835,-0.52385,1.21889,2.31242
Negative,-0.449146,-1.9035,-2.05648,1.4853,1.7727,2.09081,0.931601,2.07359,3.06591,-0.131683,-0.109581,-0.68265,-1.27322,-0.337159,-0.0733441,1.51051,0.345351,-0.447074,-0.843296,-1.31029,-1.25384,-0.847192,-0.559876,-0.810059,-0.710552,-0.982079,-0.436488,0.629833,0.422778,-0.0797521,-0.666276,-0.48365,-0.505925,-0.704495,-0.336151,-0.935537,-0.66724,-0.782547,-0.697857,0.0394345,0.251329,0.147911,-0.056066,-0.225311,-0.0338043,0.4116,0.783886,1.84241,0.541479,0.573427,-0.937902,-0.352517
Negative,-0.449146,-0.172951,-0.48708,-0.0367019,0.554725,0.297836,0.320552,0.0381578,0.180165,-0.100155,-0.229849,-0.546287,-0.0558312,-0.337159,-0.477606,-0.344289,0.015147,0.731028,0.500128,1.10133,0.260501,1.34263,-0.297012,-0.395463,-0.874193,-0.108183,-0.436488,-0.347979,0.392303,0.512931,0.309003,0.013314,-0.362941,-0.147461,0.0579521,-0.00109164,-0.818331,-0.776502,0.657256,-0.174217,0.86045,-0.119766,0.0745566,-0.268683,-0.63177,-0.239311,-0.630163,-0.415441,0.0978321,-0.206956,-0.901933,1.25009
Negative,-0.449146,-0.88837,-0.168357,0.353086,0.549386,0.270652,0.449939,1.99298,1.37115,-0.0154008,-0.194838,-0.709197,0.0263029,-0.337159,-0.315057,-0.873372,0.0200034,0.850755,0.630046,0.496348,0.547401,0.602862,2.52878,0.390917,-0.813895,-0.0812274,-0.436488,-0.0547366,0.472843,0.0898286,0.204099,-0.319141,-0.0839063,-0.0507239,-1.09329,0.203591,-0.340972,-0.252423,1.2127,-0.174217,-0.0705203,0.154364,0.419181,0.31992,0.107674,-0.201841,0.126986,-0.0610622,0.323951,0.53011,-0.79562,1.01535
Negative,-0.449146,1.18481,0.235466,-0.722451,-0.640313,-0.677116,-0.355242,-0.709134,-0.749207,-0.276714,-0.2769,-0.563386,-0.542569,3.22778,0.387198,0.146092,-0.742023,-0.11952,-0.0349216,-0.167703,-0.232513,-0.969012,-0.15494,-0.0124126,-0.57076,-0.397353,1.74771,-0.378058,0.347872,0.559747,0.290126,0.2494,-0.466009,-0.284645,-0.325795,0.578024,-0.476187,-0.634393,0.571744,7.45027,-1.65838,-1.34341,-0.0539186,2.38205,4.07291,4.56711,1.38064,0.407445,6.1886,6.05123,-0.450069,0.52761
Negative,-0.449146,0.28005,0.880235,0.0402578,-0.447638,-0.693444,-0.526209,-0.595861,-0.0254118,-0.228641,-0.0571245,1.52155,-0.542883,-0.337159,0.347764,0.292513,-0.024669,-0.762427,-0.54607,-0.295825,0.174998,-0.19028,0.213069,-0.201685,-0.550975,-0.552684,-0.436488,1.4068,0.43124,-0.774925,-1.01083,-1.04981,-0.860574,-0.98686,-0.806773,-0.925712,-0.446626,-0.367016,1.05402,-0.174217,0.338357,0.385753,0.260534,-0.298197,-0.36987,-0.756254,-0.126331,-0.586997,0.0747907,0.192517,-0.832398,1.09051
Negative,-0.449146,0.849809,1.1685,-0.446285,-1.03124,-1.04614,-0.500912,-0.725757,-0.783421,-0.258,-0.23722,0.845591,-0.793177,-0.337159,-0.233191,-0.204803,0.240638,0.371175,0.0105066,0.535447,-0.0135635,0.113616,-0.148682,0.361625,-0.766885,-0.960483,2.18608,-0.573707,-0.587265,0.547465,0.651157,1.09008,1.19564,1.31341,1.10678,0.708475,-0.562134,-0.569934,-1.06138,-0.174217,-0.0646558,0.0983102,0.256196,0.45642,0.279183,-0.0387554,0.463089,0.229347,-0.047837,0.145763,-0.465685,-0.570743
Negative,-0.449146,-1.28517,-1.04744,1.59358,1.21539,0.807724,0.176316,1.5281,0.478944,-0.043539,-0.193732,-0.558644,-1.20797,-0.337159,-1.84274,-2.63554,1.70139,2.51944,2.84378,2.31728,2.40187,1.18151,0.544153,0.392044,-0.736332,-1.51722,-0.436488,0.245594,0.245057,0.276704,-0.06957,-0.408479,-0.650595,-0.529582,-0.096237,-0.721575,0.496048,0.594885,-1.26023,-0.174217,0.651105,0.191702,-0.280328,0.043936,-0.353153,-0.446788,-0.106066,-0.414714,-0.94294,0.0756318,-0.746354,-0.365979
Negative,-0.449146,-0.404009,-0.0433105,0.361551,0.351237,0.174479,-0.132493,0.61612,0.832583,-0.154668,0.028378,1.58699,0.746977,-0.337159,-0.616779,0.150352,1.06144,0.343106,0.0776238,-0.169279,0.171411,-0.585541,-0.340823,-0.203938,-0.57847,0.351336,-0.436488,-0.239887,0.298353,0.707187,0.338843,-0.0982267,-0.238415,-0.973579,-0.729966,-1.23628,-0.377102,-0.449115,0.294007,-0.174217,-0.516832,0.272846,0.648736,0.583649,0.318239,0.31709,0.592874,-0.32094,-0.431341,-0.511546,0.872831,0.221383
